(Label: node_id, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: energy_active_import_register, Match: imported active znergy, Ontology: seaselectricpowersystem, Score: 0)
(Label: power_active_import, Match: imported active znergy, Ontology: seaselectricpowersystem, Score: 0)
(Label: current_offered, Match: electric power line, Ontology: seaselectricpowersystem, Score: 0)
(Label: current_imports:l1, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: current_imports:l2, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: current_imports:l3, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: voltages:l1_n, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: voltages:l2_n, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: voltages:l3_n, Match: r-to-s voltage, Ontology: seaselectricpowersystem, Score: 0)
(Label: total_current_import, Match: exchanges electricity with, Ontology: seaselectricpowersystem, Score: 0)
(Label: total_amount_of_transferred_energy_kwh, Match: sub electric power system of, Ontology: seaselectricpowersystem, Score: 0)
(Label: max_current_offered, Match: has maximum charge power, Ontology: enersharesystem, Score: 0)
(Label: max_power_offered, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: charging_session, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: project number, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: the date, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: region, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: the town/village, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: home address, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: county/city, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: initial year of exploitation, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: building total area, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: room volume, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: average floor height, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: reference area, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: above-ground floors, Match: high voltage, Ontology: seaselectricpowersystem, Score: 0)
(Label: underground floor, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: mansard, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: roof floor, Match: has roof floor, Ontology: enersharebuilding, Score: 0)
(Label: initial energy class, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: energy consumption before, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: heat energy consumption before, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: carbon dioxide emissions before, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: carrying out construction works, Match: has carrying out construction works, Ontology: enersharebuilding, Score: 0)
(Label: reconstruction of engineering systems, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: water heating system, Match: has water heating system, Ontology: enersharebuilding, Score: 0)
(Label: heat installation, Match: has heat installation system, Ontology: enersharebuilding, Score: 0)
(Label: energy audit number, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: energy class after, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: heat energy consumption after, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: consumption for hot water after, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: consumption for mechanical ventilation after, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: consumption for lighting after, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: consumption for cooling after, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: energy consumption after, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: heat saving for heating, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: total energy consumption saving, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: saving of heat energy, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: primary non-renewable energy, Match: has non renewable emission factor for ventilation, Ontology: enersharesystem, Score: 0)
(Label: primary total energy consumption, Match: has energy resource, Ontology: enersharesystem, Score: 0)
(Label: almost zero energy building, Match: has second energy resource for cooling, Ontology: enersharesystem, Score: 0)
(Label: carbon dioxide emission tons after, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: carbon dioxide emission after, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: area of the external surface, Match: has first energy resource, Ontology: enersharesystem, Score: 0)
(Label: average heat transfer coefficient, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: average heat transfer coefficient_1, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: building calculated heat loss coefficient, Match: has first energy resource renewable emission factor for heating, Ontology: enersharesystem, Score: 0)
(Label: building allowable heat loss coefficient, Match: has second energy resource renewable emission factor for heating, Ontology: enersharesystem, Score: 0)
(Label: indoor temperature heating, Match: has first energy resource for heating, Ontology: enersharebuilding, Score: 0)
(Label: indoor temperature for cooling, Match: has first energy resource for cooling, Ontology: enersharebuilding, Score: 0)
(Label: air exchange rate, Match: has renewable emission factor for ventilation, Ontology: enersharesystem, Score: 0)
(Label: ventilation heat loss coefficient, Match: nomatch, Ontology: nomatch, Score: 0)
(Label: energy resource for heating 1, Match: has first energy resource non renewable emission factor for heating, Ontology: enersharesystem, Score: 0)
(Label: energy resource for heating 2, Match: has second energy resource non renewable emission factor for heating, Ontology: enersharesystem, Score: 0)
(Label: energy resource for hot water 1, Match: has first energy resource non renewable emission factor for hot water, Ontology: enersharesystem, Score: 0)
(Label: energy resource for hot water 2, Match: has second energy resource non renewable emission factor for hot water, Ontology: enersharesystem, Score: 0)
(Label: energy resource for ventilation, Match: has renewable emission factor for ventilation, Ontology: enersharesystem, Score: 0)
(Label: energy resource for cooling 1, Match: has first energy resource renewable emission factor for cooling, Ontology: enersharesystem, Score: 0)
(Label: energy resource for cooling 2, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: co2 emission factor for heating 1, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: co2 emission factor for heating 2, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: co2 emission factor for hot water 1, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: co2 emission factor for hot water 2, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: co2 emission factor for ventilation, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: co2 emission factor for cooling 1, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: co2 emission factor for cooling 2, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: non-renewable factor for heating 1, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: non-renewable factor for heating 2, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: non-renewable factor for water 1, Match: has non renewable energy, Ontology: enershareproperty, Score: 0)
(Label: non-renewable factor for water 2, Match: has non renewable energy, Ontology: enershareproperty, Score: 0)
(Label: non-renewable factor for ventilation, Match: has non renewable emission factor for ventilation, Ontology: enersharesystem, Score: 0)
(Label: non-renewable factor for cooling 1, Match: has first energy resource renewable emission factor for cooling, Ontology: enersharesystem, Score: 0)
(Label: non-renewable factor for cooling 2, Match: has second energy resource renewable emission factor for cooling, Ontology: enersharesystem, Score: 0)
(Label: renewable factor for heating 1, Match: has first energy resource renewable emission factor for hot water, Ontology: enersharesystem, Score: 0)
(Label: renewable factor for heating 2, Match: has second energy resource renewable emission factor for hot water, Ontology: enersharesystem, Score: 0)
(Label: renewable factor for water 1, Match: has renewable energy, Ontology: enershareproperty, Score: 0)
(Label: renewable factor for water 2, Match: has renewable energy, Ontology: enershareproperty, Score: 0)
(Label: renewable factor for ventilation, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: renewable factor for cooling 1, Match: heat flow meter, Ontology: enersharedevice, Score: 0)
(Label: renewable factor for cooling 2, Match: frequency meter, Ontology: enersharedevice, Score: 0)
(Label: total factor for heating 1, Match: capital cost, Ontology: enersharepriceproperty, Score: 0)
(Label: total factor for heating 2, Match: marginal cost, Ontology: enersharepriceproperty, Score: 0)
(Label: total factor for water 1, Match: capital cost, Ontology: enersharepriceproperty, Score: 0)
(Label: total factor for water 2, Match: marginal cost, Ontology: enersharepriceproperty, Score: 0)
(Label: total factor for ventilation, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: total factor for cooling 1, Match: heat flow meter, Ontology: enersharedevice, Score: 0)
(Label: total factor for cooling 2, Match: frequency meter, Ontology: enersharedevice, Score: 0)
(Label: project number, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: houshold location (region), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: year of building, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: building total area, m2, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: building reference/calculation area, m2, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: energy class before the project, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: energy consumption before the project, kwh/m2, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: heating consumption before project, kwh/m2, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: assessment of carbon dioxide emissions before the project, kg co2/m2 per year, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: planned energy consumption savings (kwh/m2), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: carrying out construction works in the enclosing structures, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: renovation or reconstruction of engineering systems (for example, heating and ventilation equipment), Match: pitch angle evaluation, Ontology: platoonwindturbine, Score: 0)
(Label: installation of a new water heating system, Match: power quality analyser, Ontology: enersharedevice, Score: 0)
(Label: installation of heat installations to ensure the production of heat from renewable energy sources, Match: phasor measurement units, Ontology: enersharedevice, Score: 0)
(Label: other activities, if they are necessary for increasing energy efficiency together with the above-mentioned measures, Match: refrigerator freezer combo, Ontology: enersharedevice, Score: 0)
(Label: other activities, Match: internal electricity market, Ontology: enersharemarket, Score: 0)
(Label: energy efficiency class of the residential house according to the temporary energy certificate of the building, Match: is digital representation of, Ontology: enersharedigitaltwin, Score: 0)
(Label: thermal energy consumption for heating according to the building's temporary energy certificate (kwh/m2), Match: heat flow meter, Ontology: enersharedevice, Score: 0)
(Label: energy consumption after project (kwh/m2), Match: frequency meter, Ontology: enersharedevice, Score: 0)
(Label: assessment of carbon dioxide emissions after project, kg co2/m2 per year, Match: power quality analyser, Ontology: enersharedevice, Score: 0)
(Label: heat energy consumption savings %, Match: acoustic sensor, Ontology: enersharedevice, Score: 0)
(Label: number of floors, Match: outdoor zone, Ontology: platoonbuilding, Score: 0)
(Label: average floor height, m, Match: energetic performance class, Ontology: platoonbuilding, Score: 0)
(Label: energy consumption for hot water preparation in kwh/m2 per year, Match: electricity smart meter, Ontology: enersharedevice, Score: 0)
(Label: energy consumption for cooling in kwh/m2 per year, Match: refrigerator, Ontology: enersharedevice, Score: 0)
(Label: assessment of carbon dioxide emission, kg co2/m2/year, Match: carbondioxideemissionassessment, Ontology: nomatch, Score: 0)
(Label: thickness of thermal insulation material (mm), Match: thicknessofthermalinsulationmaterial, Ontology: nomatch, Score: 0)
(Label: heat insulation î» (w/mk), Match: refrigerator, Ontology: enersharedevice, Score: 0)
(Label: indicative savings, kwh/m, Match: dishwashing machine, Ontology: enersharedevice, Score: 0)
(Label: indicative costs of the measure to be implemented, incl. vat (euro), Match: refrigerator freezer combo, Ontology: enersharedevice, Score: 0)
(Label: savings per year (euro) (it is assumed that the approximate heating costs, including amortization, amount to 70 euros per mwh), Match: refrigerator, Ontology: enersharedevice, Score: 0)
(Label: thickness of thermal insulation material (mm), Match: has insulation material, Ontology: enersharesystem, Score: 0)
(Label: heat insulation î» (w/mk), Match: has heat transfer coefficient, Ontology: enershareproperty, Score: 0)
(Label: indicative savings, kwh/m, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: indicative costs of the measure to be implemented, incl. vat (euro), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: savings per year (euro) (it is assumed that the approximate heating costs, including amortization, amount to 70 euros per mwh), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: payback period of the event, in years, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: indicative costs of the measure to be implemented, incl. vat (euro), Match: has electric energy saving, Ontology: enershareproperty, Score: 0)
(Label: savings per year (euro), Match: electric energy consumption property, Ontology: platoonenergy, Score: 0)
(Label: payback period of the event, in years, Match: electric energy consumption evaluation, Ontology: platoonenergy, Score: 0)
(Label: u value of windows, w/m2k, Match: has estimated lighting energy consumption, Ontology: platoonenergy, Score: 0)
(Label: the u-value of the exterior door, w/m2k, Match: nomatch, Ontology: nomatch, Score: 0)
(Label: indicative savings, kwh/m, Match: has electric energy saving, Ontology: enershareproperty, Score: 0)
(Label: indicative costs of the measure to be implemented, incl. vat (euro), Match: has electric energy saving, Ontology: enershareproperty, Score: 0)
(Label: savings per year (euro), Match: electric energy consumption property, Ontology: platoonenergy, Score: 0)
(Label: payback period of the event, in years, Match: electric energy consumption evaluation, Ontology: platoonenergy, Score: 0)
(Label: thickness of thermal insulation material (mm), Match: electric energy consumption property, Ontology: platoonenergy, Score: 0)
(Label: heat insulation î» (w/mk), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: indicative savings, kwh/m, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: indicative costs of the measure to be implemented, incl. vat (euro), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: savings per year (euro) (it is assumed that the approximate heating costs, including amortization, amount to 60 euros per mwh), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: payback period of the event, in years, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: current costs for heating (euro), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: current costs for hot water (euro), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: planned costs for heating (euro), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: planned costs for hot water (euro), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: cost savings (euro), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: consumption of primary non-renewable energy, kwh/m2 per year, Match: coal energy, Ontology: enershareenergyresource, Score: 0)
(Label: primary total energy consumption, kwh/m2 per year, Match: fuel oil energy, Ontology: enershareenergyresource, Score: 0)
(Label: energy consumption for hot water preparation, kwh/m2 per year, Match: nomatch, Ontology: nomatch, Score: 0)
(Label: energy consumption for cooling, kwh/m2 per year, Match: coal energy, Ontology: enershareenergyresource, Score: 0)
(Label: energy consumption for heating, kwh/m2 per year, Match: coal energy, Ontology: enershareenergyresource, Score: 0)
(Label: total energy consumption, kwh/m2 per year, Match: nomatch, Ontology: nomatch, Score: 0)
(Label: compliance of the building with the requirements of an almost zero energy building, Match: is almost zero energy building, Ontology: enersharebuilding, Score: 0)
(Label: assessment of carbon dioxide emissions, t coâ‚‚ per year, Match: nomatch, Ontology: nomatch, Score: 0)
(Label: assessment of carbon dioxide emissions, kg coâ‚‚ per year, Match: nomatch, Ontology: nomatch, Score: 0)
(Label: area of the external surface of the building, m2, Match: nomatch, Ontology: nomatch, Score: 0)
(Label: the average weighted heat transfer coefficient u average of the external enclosures, w/m2k, Match: twinning process, Ontology: enersharedigitaltwin, Score: 0)
(Label: the average weighted standard (maximum) heat transfer coefficient of the external enclosures u average, max, w/m2k, Match: twinning process, Ontology: enersharedigitaltwin, Score: 0)
(Label: the calculated specific heat loss coefficient ht/a of the building's enclosing structures, w/m2k, Match: measures state of, Ontology: enersharedigitaltwin, Score: 0)
(Label: specific heat loss coefficient of building, ht max/a calculated, w/m2k, Match: digital twin, Ontology: enersharedigitaltwin, Score: 0)
(Label: calculated indoor temperature for heating rating, oc, Match: is digital representation of, Ontology: enersharedigitaltwin, Score: 0)
(Label: calculated indoor temperature for cooling rating, oc, Match: is digital representation of, Ontology: enersharedigitaltwin, Score: 0)
(Label: required air exchange rate, n-1, Match: twinning algorithm, Ontology: enersharedigitaltwin, Score: 0)
(Label: specific heat loss coefficient of building ventilation hventilation/acalculated, w/m2k, Match: digital twin, Ontology: enersharedigitaltwin, Score: 0)
(Label: energy carrier for heating, Match: measures state of, Ontology: enersharedigitaltwin, Score: 0)
(Label: energy carrier for hot water preparation, Match: measures state of, Ontology: enersharedigitaltwin, Score: 0)
(Label: energy carrier for cooling, Match: has first energy resource for cooling, Ontology: enersharebuilding, Score: 0)
(Label: co2 emission factor, kg co2/mwh for heating, Match: has first energy resource non renewable emission factor for heating, Ontology: enersharesystem, Score: 0)
(Label: co2 emission factor, kg co2/mwh for hot water preparation, Match: has first energy resource renewable emission factor for hot water, Ontology: enersharesystem, Score: 0)
(Label: co2 emission factor, kg co2/mwh for cooling, Match: has first energy resource renewable emission factor for cooling, Ontology: enersharesystem, Score: 0)
(Label: primary energy factor for the part of non-renewable energy resources - heating, Match: has first energy resource non renewable emission factor for heating, Ontology: enersharesystem, Score: 0)
(Label: primary energy factor for the part of non-renewable energy resources - hot water preparation, Match: has first energy resource non renewable emission factor for hot water, Ontology: enersharesystem, Score: 0)
(Label: primary energy factor for partial cooling of non-renewable energy resources, Match: has first energy resource non renewable emission factor for cooling, Ontology: enersharesystem, Score: 0)
(Label: primary energy factor for the share of renewable energy resources - heating, Match: has first energy resource renewable emission factor for heating, Ontology: enersharesystem, Score: 0)
(Label: primary energy factor for the part of renewable energy resources - hot water preparation, Match: has first energy resource renewable emission factor for hot water, Ontology: enersharesystem, Score: 0)
(Label: primary energy factor for partial cooling of renewable energy resources, Match: has first energy resource renewable emission factor for cooling, Ontology: enersharesystem, Score: 0)
(Label: total primary energy factor - for heating, Match: heat flow meter, Ontology: enersharedevice, Score: 0)
(Label: total primary energy factor - for hot water preparation, Match: frequency meter, Ontology: enersharedevice, Score: 0)
(Label: total primary energy factor - for cooling, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: project number, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: houshold location (region), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: total electricity consumption, mwh per year, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: average amount of electricity produced by solar panels, mwh per year, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: existing inverter set power, kw, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: additional installed inverter power (set), Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: amount of support for the installation of electricity production equipment, eur, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: primary energy consumption after installing the solar panel system, mwh per year, Match: heat energy property, Ontology: enershareproperty, Score: 0)
(Label: reduction of primary energy, mwh per year, Match: heat energy property, Ontology: enershareproperty, Score: 0)
(Label: project number, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: the data, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: region, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: granted support, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: electricity consumption of the grid, Match: heat energy property, Ontology: enershareproperty, Score: 0)
(Label: primary energy consumption before, Match: heat energy property, Ontology: enershareproperty, Score: 0)
(Label: current inverter set power, Match: nomatch, Ontology: nomatch file name, Score: 0)
(Label: inverter power in project, Match: heat energy property, Ontology: enershareproperty, Score: 0)
(Label: electricity produced by solar panels, Match: has temperature generator side, Ontology: platoonwindturbine, Score: 0)
(Label: primary energy consumption after, Match: energy consumer, Ontology: enershareplayer, Score: 0)
(Label: reduction of primary energy, Match: has energy resource, Ontology: enersharesystem, Score: 0)
(Label: co2 emissions reduction, Match: network converter, Ontology: platoonwindturbine, Score: 0)
