Here are the best semantic matches for the provided labels:

1. {Label: GearOilTemperature_val, Match: Voltage Property, Ontology: SEASElectricPowerSystem.txt, Score: 0.6}
{Label: type, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: integration, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: created_at, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: attributes, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: name, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: partner_name, Match: Charging Point Operator, Ontology: Enershare Player Ontology, Score: 0.3}  
{Label: user_id, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: connector_id, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: external_id, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: charge_point, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: vendor, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: model, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: serial_number, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: charge_box, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: ocpp_protocol, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: registration_status, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: settings, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: charging_preferences, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: charging_behavior, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: ready_time, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: location_id, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: spot_price_area_id, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: target_soc, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: minimal_soc, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: minimum_energy_transfer, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: target_energy_transfer, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: ocpp, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: battery_capacity, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: current_soc, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: associated_device_id, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: device_telemetry, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: device_id, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: telemetry, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: connector_status_timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: connector_status, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: firmware_version, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: connector_error_code, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: connector_vendor_id, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: connector_vendor_error_code, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: heartbeat_timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: time_to_full_charge, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: time_to_minimum_charge, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: measurement, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: transaction_id, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: energy_active_import_register, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: power_active_import, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: current_offered, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: current_imports:L1, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: current_imports:L2, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: current_imports:L3, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: voltages:L1_N, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: voltages:L2_N, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: voltages:L3_N, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: total_current_import, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: total_amount_of_transferred_energy_kwh, Match: delivered Energy, Ontology: EnershareSystem.txt, Score: 0.4}  
{Label: max_current_offered, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: max_power_offered, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: charging_session, Match: Charging Scheduled, Ontology: EnershareSchedule.txt, Score: 0.3}  
{Label: Project number, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: The date, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Region, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: The town/village, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Home address, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: County/City, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Initial year of exploitation, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Building Total Area, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Room volume, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Average floor height, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Reference area, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Above-ground floors, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Underground floor, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Mansard, Match: noMatch, Ontology: noMatch file name, Score: 0}  
Here are the best semantic matches for the provided labels:

1. {Label: Roof floor, Match: has Roof Floor, Ontology: EnershareBuilding.txt, Score: 1}
2. {Label: Initial energy class, Match: class D, Ontology: PlatoonBuilding.txt, Score: 1}
3. {Label: Energy consumption before, Match: Energy  Property, Ontology: PlatoonEnergy.txt, Score: 1}
4. {Label: Heat energy consumption before, Match: Energy  Property, Ontology: PlatoonEnergy.txt, Score: 1}
5. {Label: Carbon dioxide emissions before, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: Carrying out construction works, Match: has Carrying Out Construction Works, Ontology: EnershareBuilding.txt, Score: 1}
7. {Label: Reconstruction of engineering systems, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: Water heating system, Match: has Water Heating System, Ontology: EnershareBuilding.txt, Score: 1}
9. {Label: Heat installation, Match: has Heat Installation System, Ontology: EnershareBuilding.txt, Score: 1}
10. {Label: Energy audit number, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Energy class after, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Heat energy consumption after, Match: Cooling Electric Energy Load Evaluation, Ontology: PlatoonEnergy.txt, Score: 0.3}
{Label: Consumption for hot water after, Match: Domestic Hot Water Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.3}
{Label: Consumption for mechanical ventilation after, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Consumption for lighting after, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Consumption for cooling after, Match: Cooling Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.3}
{Label: Energy consumption after, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Heat saving for heating, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Total energy consumption saving, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Saving of heat energy, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Primary non-renewable energy, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Primary total energy consumption, Match: has Total Energy Consumption Saving, Ontology: EnershareProperty.txt, Score: 0.4}  
{Label: Almost zero energy building, Match: is Almost Zero Energy Building, Ontology: EnershareBuilding.txt, Score: 1}  
{Label: Carbon dioxide emission tons after, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Carbon dioxide emission after, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Area of the external surface, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Average heat transfer coefficient, Match: has Heat Transfer Coefficient, Ontology: EnershareProperty.txt, Score: 0.6}  
{Label: Average heat transfer coefficient_1, Match: has Average Standard Heat Transfer Coefficient, Ontology: EnershareProperty.txt, Score: 0.6}  
{Label: Building calculated heat loss coefficient, Match: has Heat Loss Coefficient, Ontology: EnershareProperty.txt, Score: 0.6}  
{Label: Building allowable heat loss coefficient, Match: noMatch, Ontology: noMatch file name, Score: 0}  
Here are the best semantic matches for the provided labels:

1. {Label: Indoor temperature heating, Match: has First Energy Resource For Heating, Ontology: EnershareBuilding.txt, Score: 1}
2. {Label: Indoor temperature for cooling, Match: has First Energy Resource For Cooling, Ontology: EnershareBuilding.txt, Score: 1}
3. {Label: Air exchange rate, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 1}
4. {Label: Ventilation heat loss coefficient, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.8}
5. {Label: Energy resource for heating 1, Match: Wood Energy, Ontology: EnershareEnergyResource.txt, Score: 0.6}
6. {Label: Energy resource for heating 2, Match: Coal Energy, Ontology: EnershareEnergyResource.txt, Score: 0.6}
7. {Label: Energy resource for hot water 1, Match: Solar Thermal Energy, Ontology: EnershareEnergyResource.txt, Score: 0.6}
8. {Label: Energy resource for hot water 2, Match: Photovoltaic Energy, Ontology: EnershareEnergyResource.txt, Score: 0.6}
9. {Label: Energy resource for ventilation, Match: Photovoltaic Energy, Ontology: EnershareEnergyResource.txt, Score: 0.6}
10. {Label: Energy resource for cooling 1, Match: Propane Energy, Ontology: EnershareEnergyResource.txt, Score: 0.6}
Here are the best semantic matches for the provided labels based on the ontologies:

1. {Label: Energy resource for cooling 2, Match: has Second Energy Resource For Cooling, Ontology: EnershareSystem.txt, Score: 1}
2. {Label: CO2 emission factor for heating 1, Match: has First Energy Resource For Heating, Ontology: EnershareSystem.txt, Score: 1}
3. {Label: CO2 emission factor for heating 2, Match: has Second Energy Resource For Heating, Ontology: EnershareSystem.txt, Score: 1}
4. {Label: CO2 emission factor for hot water 1, Match: has First Energy Resource For Water, Ontology: EnershareSystem.txt, Score: 1}
5. {Label: CO2 emission factor for hot water 2, Match: has Second Energy Resource For Water, Ontology: EnershareSystem.txt, Score: 1}
6. {Label: CO2 emission factor for ventilation, Match: has Non Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 1}
7. {Label: CO2 emission factor for cooling 1, Match: has First Energy Resource For Cooling, Ontology: EnershareSystem.txt, Score: 1}
8. {Label: CO2 emission factor for cooling 2, Match: has Second Energy Resource For Cooling, Ontology: EnershareSystem.txt, Score: 1}
9. {Label: Non-renewable factor for heating 1, Match: has First Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}
10. {Label: Non-renewable factor for heating 2, Match: has Second Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}
Here are the best semantic matches for the provided labels:

1. {Label: Non-renewable factor for water 1, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.8}
2. {Label: Non-renewable factor for water 2, Match: has Second Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.8}
3. {Label: Non-renewable factor for ventilation, Match: has Non Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 1}
4. {Label: Non-renewable factor for cooling 1, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.8}
5. {Label: Non-renewable factor for cooling 2, Match: has Second Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.8}
6. {Label: Renewable factor for heating 1, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.8}
7. {Label: Renewable factor for heating 2, Match: has Second Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.8}
8. {Label: Renewable factor for water 1, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.8}
9. {Label: Renewable factor for water 2, Match: has Second Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.8}
10. {Label: Renewable factor for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 1}
{Label: Renewable factor for cooling 1, Match: has First Energy Resource For Cooling, Ontology: EnershareBuilding.txt, Score: 0.6}  
{Label: Renewable factor for cooling 2, Match: has Second Energy Resource For Cooling, Ontology: EnershareBuilding.txt, Score: 0.6}  
{Label: Total factor for heating 1, Match: has First Energy Resource For Heating, Ontology: EnershareBuilding.txt, Score: 0.6}  
{Label: Total factor for heating 2, Match: has Second Energy Resource For Heating, Ontology: EnershareBuilding.txt, Score: 0.6}  
{Label: Total factor for water 1, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Total factor for water 2, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Total factor for ventilation, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Total factor for cooling 1, Match: has First Energy Resource For Cooling, Ontology: EnershareBuilding.txt, Score: 0.6}  
{Label: Total factor for cooling 2, Match: has Second Energy Resource For Cooling, Ontology: EnershareBuilding.txt, Score: 0.6}  
{Label: Project number, Match: noMatch, Ontology: noMatch file name, Score: 0}  
Here are the best semantic matches for the provided labels:

1. {Label: Houshold location (region), Match: noMatch, Ontology: noMatch file name, Score: 0}
2. {Label: Year of building, Match: noMatch, Ontology: noMatch file name, Score: 0}
3. {Label: Building total area, M2, Match: noMatch, Ontology: noMatch file name, Score: 0}
4. {Label: Building reference/calculation area, M2, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: ENERGY CLASS BEFORE THE PROJECT, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: ENERGY CONSUMPTION BEFORE THE PROJECT, KWH/M2, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: HEATING CONSUMPTION BEFORE PROJECT, KWH/M2, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: ASSESSMENT OF CARBON DIOXIDE EMISSIONS BEFORE THE PROJECT, KG CO2/M2 per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: Planned energy consumption savings (kWh/m2), Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: Carrying out construction works in the enclosing structures, Match: noMatch, Ontology: noMatch file name, Score: 0}
Here are the best semantic matches for the provided labels:

1. {Label: Renovation or reconstruction of engineering systems (for example, heating and ventilation equipment), Match: noMatch, Ontology: noMatch file name, Score: 0}
2. {Label: Installation of a new water heating system, Match: has First Energy Resource For Heating, Ontology: EnershareBuilding.txt, Score: 0.8}
3. {Label: Installation of heat installations to ensure the production of heat from renewable energy sources, Match: has Energy Resource, Ontology: EnershareSystem.txt, Score: 0.7}
4. {Label: Other activities, if they are necessary for increasing energy efficiency together with the above-mentioned measures, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: Other activities, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: Energy efficiency class of the residential house according to the temporary energy certificate of the building, Match: is Almost Zero Energy Building, Ontology: EnershareBuilding.txt, Score: 0.6}
7. {Label: Thermal energy consumption for heating according to the building's temporary energy certificate (kWh/m2), Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: Energy consumption after project (kWh/m2), Match: has Total Electric Energy Load, Ontology: EnershareProperty.txt, Score: 0.6}
9. {Label: Assessment of carbon dioxide emissions after project, kg CO2/m2 per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: Heat energy consumption savings %, Match: has Electric Energy Saving, Ontology: EnershareProperty.txt, Score: 0.6}
{Label: number of floors, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Average floor height, m, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Energy consumption for hot water preparation in KWH/M2 per year, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.3}  
{Label: Energy consumption for cooling in KWH/M2 per year, Match: Cooling Electric Energy Load Property, Ontology: PlatoonEnergy.txt, Score: 0.3}  
{Label: assessment of carbon dioxide emission, kg CO2/m2/year, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Thickness of thermal insulation material (mm), Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Heat insulation λ (W/mK), Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Indicative savings, kWh/m, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 70 euros per MWh), Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Thickness of thermal insulation material (mm), Match: has Total Area, Ontology: EnershareProperty.txt, Score: 0.3}  
{Label: Heat insulation λ (W/mK), Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Indicative savings, kWh/m, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 70 euros per MWh), Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Thickness of thermal insulation material (mm), Match: has Total Area, Ontology: EnershareProperty.txt, Score: 0.3}  
{Label: Heat insulation λ (W/mK), Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Indicative savings, kWh/m, Match: noMatch, Ontology: noMatch file name, Score: 0}
Here are the best semantic matches for the provided labels:

1. {Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: expected Cost, Ontology: EnersharePriceProperty.txt, Score: 0.8}
2. {Label: Savings per year (euro), Match: has Final Energy Cost Price, Ontology: EnersharePriceProperty.txt, Score: 0.7}
3. {Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch file name, Score: 0}
4. {Label: U value of windows, W/m2K, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: The U-value of the exterior door, W/m2K, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: Indicative savings, kWh/m, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: expected Cost, Ontology: EnersharePriceProperty.txt, Score: 0.8}
8. {Label: Savings per year (euro), Match: has Final Energy Cost Price, Ontology: EnersharePriceProperty.txt, Score: 0.7}
9. {Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: Thickness of thermal insulation material (mm), Match: noMatch, Ontology: noMatch file name, Score: 0}
Here are the best semantic matches for the provided labels:

1. {Label: Heat insulation λ (W/mK), Match: Heat Coefficient Property, Ontology: EnershareProperty.txt, Score: 1}
2. {Label: Indicative savings, kWh/m, Match: has Total Energy Consumption Saving, Ontology: EnershareProperty.txt, Score: 0.8}
3. {Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: expected Cost, Ontology: EnersharePriceProperty.txt, Score: 0.6}
4. {Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 60 euros per MWh), Match: has Energy cost Price, Ontology: EnersharePriceProperty.txt, Score: 0.6}
5. {Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: Current costs for heating (euro), Match: has Final Heating Electric Energy Consumption, Ontology: EnershareProperty.txt, Score: 0.6}
7. {Label: Current costs for hot water (euro), Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: Planned costs for heating (euro), Match: capital Cost, Ontology: EnersharePriceProperty.txt, Score: 0.6}
9. {Label: Planned costs for hot water (euro), Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: Cost savings (euro), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Consumption of primary non-renewable energy, KWH/M2 per year, Match: has Non Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: Primary total energy consumption, KWH/M2 per year, Match: hasFirstEnergyResourceRenewableEmissionFactorForHeating, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: Energy consumption for hot water preparation, KWH/M2 per year, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: Energy consumption for cooling, KWH/M2 per year, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: Energy consumption for heating, KWH/M2 per year, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: Total energy consumption, KWH/M2 per year, Match: hasFirstEnergyResourceRenewableEmissionFactorForCooling, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: Compliance of the building with the requirements of an almost zero energy building, Match: is Almost Zero Energy Building, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Assessment of carbon dioxide emissions, t CO₂ per year, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: Assessment of carbon dioxide emissions, kg CO₂ per year, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: Area of the external surface of the building, m2, Match: noMatch, Ontology: noMatch file name, Score: 0}
Here are the best semantic matches for the provided labels:

1. {Label: The average weighted heat transfer coefficient U average of the external enclosures, W/m2K, Match: Heating Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.8}
2. {Label: The average weighted standard (maximum) heat transfer coefficient of the external enclosures U average, max, W/m2K, Match: Heating Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.7}
3. {Label: The calculated specific heat loss coefficient HT/A of the building's enclosing structures, W/m2K, Match: noMatch, Ontology: noMatch file name, Score: 0}
4. {Label: Specific heat loss coefficient of building, HT max/A calculated, W/M2k, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: Calculated indoor temperature for heating rating, oC, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: Calculated indoor temperature for cooling rating, oC, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: Required air exchange rate, n-1, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: Specific heat loss coefficient of building ventilation HVentilation/Acalculated, W/M2k, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: Energy carrier for heating, Match: Wood Energy, Ontology: EnershareEnergyResource.txt, Score: 0.6}
10. {Label: Energy carrier for hot water preparation, Match: noMatch, Ontology: noMatch file name, Score: 0} 

These are the closest matches found in the provided ontologies.
{Label: Energy carrier for cooling, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: CO2 emission factor, kg CO2/MWh for heating, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: CO2 emission factor, kg CO2/MWh for hot water preparation, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: CO2 emission factor, kg CO2/MWh for cooling, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Primary energy factor for the part of non-renewable energy resources - heating, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Primary energy factor for the part of non-renewable energy resources - hot water preparation, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Primary energy factor for partial cooling of non-renewable energy resources, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Primary energy factor for the share of renewable energy resources - heating, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Primary energy factor for the part of renewable energy resources - hot water preparation, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Primary energy factor for partial cooling of renewable energy resources, Match: noMatch, Ontology: noMatch file name, Score: 0}
Here are the best semantic matches for the provided labels:

1. {Label: Total primary energy factor - for heating, Match: noMatch, Ontology: noMatch file name, Score: 0}
2. {Label: Total primary energy factor - for hot water preparation, Match: noMatch, Ontology: noMatch file name, Score: 0}
3. {Label: Total primary energy factor - for cooling, Match: noMatch, Ontology: noMatch file name, Score: 0}
4. {Label: Project number, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: Houshold location (region), Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: Total electricity consumption, MWh per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: Average amount of electricity produced by solar panels, MWh per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: EXISTING INVERTER SET POWER, KW, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: Additional installed inverter power (set), Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: AMOUNT OF SUPPORT FOR THE INSTALLATION OF ELECTRICITY PRODUCTION EQUIPMENT, EUR, Match: noMatch, Ontology: noMatch file name, Score: 0}

No exact or closely related matches were found for the provided labels in the available ontologies.
Here are the best semantic matches for the provided labels:

1. {Label: Primary energy consumption after installing the solar panel system, MWh per year, Match: Energy Performance Label, Ontology: PlatoonBuilding.txt, Score: 1}
2. {Label: Reduction of primary energy, MWh per year, Match: Energy Performance Label, Ontology: PlatoonBuilding.txt, Score: 1}
3. {Label: Project number, Match: noMatch, Ontology: noMatch file name, Score: 0}
4. {Label: The data, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: Region, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: Granted support, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: Electricity consumption of the grid, Match: delivered Energy, Ontology: EnershareSystem.txt, Score: 0.8}
8. {Label: Primary energy consumption before, Match: Energy Performance Label, Ontology: PlatoonBuilding.txt, Score: 1}
9. {Label: Current inverter set power, Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: Inverter power in project, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Electricity produced by solar panels, Match: produced electric power, Ontology: SEASElectricPowerSystem.txt, Score: 1.0}  
{Label: Primary energy consumption after, Match: has electric energy consumption, Ontology: PlatoonEnergy.txt, Score: 1.0}  
{Label: Reduction of primary energy, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: CO2 emissions reduction, Match: noMatch, Ontology: noMatch file name, Score: 0}  
