1. (Label: GearOilTemperature_val, Match: <https://w3id.org/platoon/hasInputOilAverageTemperature>, Ontology: PlatoonWindturbine.txt, Score: High)
7. (Label: min_total_load, Match: <https://w3id.org/enershare/property/hasNetDemand>, Ontology: EnershareProperty.txt, Score: High)
8. (Label: max_total_load, Match: <https://w3id.org/enershare/property/hasDemand>, Ontology: EnershareProperty.txt, Score: High)
9. (Label: min_total_load, Match: <https://w3id.org/enershare/property/hasNetDemand>, Ontology: EnershareProperty.txt, Score: High)
10. (Label: max_total_load, Match: <https://w3id.org/enershare/property/hasDemand>, Ontology: EnershareProperty.txt, Score: High)
1. (Label: min_total_load, Match: <https://w3id.org/platoon/hasMinimalCapacityActivePower>, Ontology: PlatoonEnergy.txt, Score: High)
2. (Label: max_total_load, Match: <https://w3id.org/platoon/hasDefaultCapacityActivePower>, Ontology: PlatoonEnergy.txt, Score: High)
3. (Label: total_load, Match: <https://w3id.org/platoon/hasEnergyLoad>, Ontology: PlatoonEnergy.txt, Score: High)
4. (Label: actual_load, Match: <https://w3id.org/platoon/hasThermalEnergyLoad>, Ontology: PlatoonEnergy.txt, Score: High)
5. (Label: price, Match: <https://w3id.org/enershare/maintenance/AlarmCause>, Ontology: EnershareEvent.txt, Score: Low)
6. (Label: timestamp, Match: <https://w3id.org/enershare/maintenance/LoadingEvent>, Ontology: EnershareEvent.txt, Score: Low)
7. (Label: lignite, Match: <https://w3id.org/platoon/ThermalEnergyProperty>, Ontology: PlatoonEnergy.txt, Score: High)
8. (Label: natural_gas, Match: <https://w3id.org/platoon/ForecastOfElectricEnergyProperty>, Ontology: PlatoonEnergy.txt, Score: Medium)
9. (Label: hydroelectric, Match: <https://w3id.org/platoon/ElectricalLossProperty>, Ontology: PlatoonEnergy.txt, Score: Low)
10. (Label: renewables, Match: <https://w3id.org/platoon/ElectricPowerGenerationCapacityProperty>, Ontology: PlatoonEnergy.txt, Score: High)
1. (Label: net_imports, Match: <https://w3id.org/enershare/property/hasElectricEnergyConsumptionFromGrid>, Ontology: EnershareProperty.txt, Score: High)
2. (Label: res_forecast, Match: <https://w3id.org/enershare/property/hasElectricityPrice>, Ontology: EnersharePriceProperty.txt, Score: High)
3. (Label: res_injections, Match: <https://w3id.org/enershare/property/hasElectricEnergySaving>, Ontology: EnershareProperty.txt, Score: High)
4. (Label: net load, Match: <https://w3id.org/enershare/property/hasTotalElectricEnergyLoad>, Ontology: EnershareProperty.txt, Score: High)
5. (Label: total imports, Match: <https://w3id.org/enershare/property/hasTotalElectricEnergyLoad>, Ontology: EnershareProperty.txt, Score: High)
6. (Label: total exports, Match: <https://w3id.org/enershare/property/hasTotalElectricEnergyLoad>, Ontology: EnershareProperty.txt, Score: High)
7. (Label: gr_al, Match: <https://w3id.org/enershare/property/hasPrimaryEnergySaving>, Ontology: EnershareProperty.txt, Score: High)
8. (Label: al_gr, Match: <https://w3id.org/enershare/property/hasPrimaryEnergySaving>, Ontology: EnershareProperty.txt, Score: High)
9. (Label: gr_bg, Match: <https://w3id.org/enershare/property/hasPrimaryEnergySaving>, Ontology: EnershareProperty.txt, Score: High)
10. (Label: bg_gr, Match: <https://w3id.org/enershare/property/hasPrimaryEnergySaving>, Ontology: EnershareProperty.txt, Score: High)
1. (Label: gr_it, Match: <https://w3id.org/enershare/grid/NationalGrid>, Ontology: EnershareGrid.txt, Score: High)
2. (Label: it_gr, Match: <https://w3id.org/enershare/grid/NationalGrid>, Ontology: EnershareGrid.txt, Score: High)
3. (Label: gr_mk, Match: <https://w3id.org/enershare/grid/NaturalGasGrid>, Ontology: EnershareGrid.txt, Score: High)
4. (Label: mk_gr, Match: <https://w3id.org/enershare/grid/NaturalGasGrid>, Ontology: EnershareGrid.txt, Score: High)
5. (Label: gr_tr, Match: <https://w3id.org/enershare/grid/NaturalGasTransmissionGrid>, Ontology: EnershareGrid.txt, Score: High)
6. (Label: tr_gr, Match: <https://w3id.org/enershare/grid/NaturalGasTransmissionGrid>, Ontology: EnershareGrid.txt, Score: High)
7. (Label: timestamp, Match: <https://w3id.org/seas/incomingElectricEnergy>, Ontology: SEASElectricPowerSystem.txt, Score: High)
8. (Label: point_id, Match: <https://w3id.org/seas/outgoingElectricEnergy>, Ontology: SEASElectricPowerSystem.txt, Score: High)
9. (Label: value, Match: <https://w3id.org/seas/storedElectricEnergy>, Ontology: SEASElectricPowerSystem.txt, Score: High)
10. (Label: fossil_brown_coal/lignite, Match: Not found, Ontology: Not found, Score: Low)
1. (Label: fossil_gas, Match: <https://w3id.org/enershare/energyresource/NaturalGasEnergy>, Ontology: EnershareEnergyResource.txt, Score: High)
2. (Label: fossil_oil, Match: <https://w3id.org/enershare/energyresource/FuelOilEnergy>, Ontology: EnershareEnergyResource.txt, Score: High)
3. (Label: hydro_pumped_storage, Match: <https://w3id.org/enershare/energyresource/WoodEnergy>, Ontology: EnershareEnergyResource.txt, Score: Low)
4. (Label: hydro_water_reservoir, Match: <https://w3id.org/enershare/energyresource/WoodEnergy>, Ontology: EnershareEnergyResource.txt, Score: Low)
5. (Label: solar, Match: <https://w3id.org/enershare/energyresource/PhotovoltaicEnergy>, Ontology: EnershareEnergyResource.txt, Score: High)
6. (Label: wind_onshore, Match: <https://w3id.org/enershare/energyresource/WoodEnergy>, Ontology: EnershareEnergyResource.txt, Score: Low)
7. (Label: scheduled_generation, Match: <https://w3id.org/enershare/system/deliveredEnergy>, Ontology: EnershareSystem.txt, Score: Medium)
8. (Label: solar_dayahead, Match: <https://w3id.org/enershare/energyresource/SolarThermalEnergy>, Ontology: EnershareEnergyResource.txt, Score: Medium)
9. (Label: solar_intraday, Match: <https://w3id.org/enershare/energyresource/SolarThermalEnergy>, Ontology: EnershareEnergyResource.txt, Score: Medium)
10. (Label: wind_dayahead, Match: <https://w3id.org/enershare/energyresource/WoodEnergy>, Ontology: EnershareEnergyResource.txt, Score: Low)
1. (Label: wind_intraday, Match: <https://w3id.org/enershare/property/hasWindEnergyProduction>, Ontology: EnershareProperty.txt, Score: High)
2. (Label: timestamp, Match: <https://w3id.org/enershare/property/hasElectricityPrice>, Ontology: EnersharePriceProperty.txt, Score: Medium)
3. (Label: point_id, Match: <https://w3id.org/enershare/property/hasElectricityPrice>, Ontology: EnersharePriceProperty.txt, Score: Low)
4. (Label: value, Match: <https://w3id.org/enershare/property/hasElectricityPrice>, Ontology: EnersharePriceProperty.txt, Score: Low)
5. (Label: point_type, Match: <https://w3id.org/enershare/property/hasElectricityPrice>, Ontology: EnersharePriceProperty.txt, Score: Low)
6. (Label: min_delivery_pressure, Match: <https://w3id.org/enershare/system/deliveredNaturalGasEnergyFlow>, Ontology: EnershareSystem.txt, Score: Medium)
7. (Label: max_delivery_pressure, Match: <https://w3id.org/enershare/system/deliveredNaturalGasEnergyFlow>, Ontology: EnershareSystem.txt, Score: Medium)
8. (Label: entry_point, Match: <https://w3id.org/enershare/system/deliveredEnergyFlow>, Ontology: EnershareSystem.txt, Score: Medium)
9. (Label: c1, Match: <https://w3id.org/enershare/property/hasElectricityPrice>, Ontology: EnersharePriceProperty.txt, Score: Low)
10. (Label: c2, Match: <https://w3id.org/enershare/property/hasElectricityPrice>, Ontology: EnersharePriceProperty.txt, Score: Low)
1. (Label: c3, Match: <https://w3id.org/enershare/windturbine/InsulationClass>, Ontology: EnershareWindturbine.txt, Score: High)
2. (Label: i_c4, Match: <https://w3id.org/enershare/windturbine/GeneratorInsulationClass>, Ontology: EnershareWindturbine.txt, Score: High)
3. (Label: n_c4, Match: <https://w3id.org/enershare/windturbine/InsulationClass>, Ontology: EnershareWindturbine.txt, Score: High)
4. (Label: i_c5, Match: <https://w3id.org/enershare/windturbine/GeneratorInsulationClass>, Ontology: EnershareWindturbine.txt, Score: High)
5. (Label: n_c5, Match: <https://w3id.org/enershare/windturbine/InsulationClass>, Ontology: EnershareWindturbine.txt, Score: High)
6. (Label: neo_c5, Match: <https://w3id.org/enershare/windturbine/InsulationClass>, Ontology: EnershareWindturbine.txt, Score: High)
7. (Label: c6_plus, Match: <https://w3id.org/seas/SplitPhasePowerBus>, Ontology: SEASElectricPowerSystem.txt, Score: High)
8. (Label: n2, Match: <https://w3id.org/seas/SinglePhaseConnectionPoint>, Ontology: SEASElectricPowerSystem.txt, Score: High)
9. (Label: co2, Match: <https://w3id.org/seas/connectsSystemInHot1N>, Ontology: SEASElectricPowerSystem.txt, Score: High)
10. (Label: gross_heating_value, Match: <https://w3id.org/seas/connectedInTNThrough>, Ontology: SEASElectricPowerSystem.txt, Score: High)
1. (Label: wobbe_index, Match: <https://w3id.org/enershare/property/hasWobbeIndex>, Ontology: EnershareProperty.txt, Score: High)
2. (Label: water_dew_point, Match: <https://w3id.org/enershare/property/hasWaterDewPoint>, Ontology: EnershareProperty.txt, Score: High)
3. (Label: hydrocarbon_dew_point_max, Match: <https://w3id.org/enershare/property/hasHydrocarbonDewPointMax>, Ontology: EnershareProperty.txt, Score: High)
4. (Label: timestamp, Match: <https://www.w3.org/2006/time#time>, Ontology: EnershareProperty.txt, Score: Medium)
5. (Label: point_id, Match: <https://w3id.org/platoon/hasID>, Ontology: EnershareProperty.txt, Score: Medium)
6. (Label: value, Match: <https://w3id.org/platoon/hasValue>, Ontology: EnershareProperty.txt, Score: High)
7. (Label: point_type, Match: <https://w3id.org/platoon/hasType>, Ontology: EnershareProperty.txt, Score: Medium)
8. (Label: timestamp, Match: <https://www.w3.org/2006/time#time>, Ontology: EnershareProperty.txt, Score: Medium)
9. (Label: point_id, Match: <https://w3id.org/platoon/hasID>, Ontology: EnershareProperty.txt, Score: Medium)
10. (Label: value, Match: <https://w3id.org/platoon/hasValue>, Ontology: EnershareProperty.txt, Score: High)
1. (Label: point_type, Match: <https://w3id.org/platoon/PhotovoltaicEnergyProductionProperty>, Ontology: PlatoonEnergy.txt, Score: High)
2. (Label: timestamp, Match: <https://w3id.org/platoon/hasForecastOfAirTemperatureProperty>, Ontology: PlatoonWeather.txt, Score: Medium)
3. (Label: point_id, Match: <https://w3id.org/platoon/hasForecastOfDiffuseSolarRadiation>, Ontology: PlatoonWeather.txt, Score: Medium)
4. (Label: value, Match: <https://w3id.org/platoon/Forecast Of Photovoltaic Energy Production Property>, Ontology: PlatoonEnergy.txt, Score: Medium)
5. (Label: point_type, Match: <https://w3id.org/platoon/PhotovoltaicEnergyProductionProperty>, Ontology: PlatoonEnergy.txt, Score: High)
6. (Label: timestamp, Match: <https://w3id.org/platoon/hasForecastOfAirTemperatureProperty>, Ontology: PlatoonWeather.txt, Score: Medium)
7. (Label: point_id, Match: <https://w3id.org/platoon/hasForecastOfDiffuseSolarRadiation>, Ontology: PlatoonWeather.txt, Score: Medium)
8. (Label: value, Match: <https://w3id.org/platoon/Forecast Of Photovoltaic Energy Production Property>, Ontology: PlatoonEnergy.txt, Score: Medium)
9. (Label: point_type, Match: <https://w3id.org/platoon/PhotovoltaicEnergyProductionProperty>, Ontology: PlatoonEnergy.txt, Score: High)
10. (Label: t1, Match: <https://w3id.org/platoon/hasForecastOfAirTemperatureProperty>, Ontology: PlatoonWeather.txt, Score: High)
1. (Label: t2, Match: <https://w3id.org/seas/tapChanger>, Ontology: SEASElectricPowerSystem.txt, Score: High)
2. (Label: p_TOTAL_avg, Match: <https://w3id.org/enershare/system/TransmissionSystem>, Ontology: EnershareSystem.txt, Score: Medium)
3. (Label: q_TOTAL_avg, Match: <https://w3id.org/enershare/system/TransmissionSystem>, Ontology: EnershareSystem.txt, Score: Medium)
4. (Label: v_AB_avg, Match: <https://w3id.org/enershare/windturbine/BoostConverter>, Ontology: EnershareWindturbine.txt, Score: High)
5. (Label: v_BC_avg, Match: <https://w3id.org/enershare/windturbine/BackToBackConverter>, Ontology: EnershareWindturbine.txt, Score: High)
6. (Label: v_CA_avg, Match: <https://w3id.org/enershare/windturbine/Cylinder>, Ontology: EnershareWindturbine.txt, Score: High)
7. (Label: freq_avg, Match: <https://w3id.org/enershare/windturbine/InsulationClass>, Ontology: EnershareWindturbine.txt, Score: Medium)
8. (Label: a_AN_avg, Match: <https://w3id.org/enershare/windturbine/A>, Ontology: EnershareWindturbine.txt, Score: High)
9. (Label: a_BN_avg, Match: <https://w3id.org/enershare/windturbine/B>, Ontology: EnershareWindturbine.txt, Score: High)
10. (Label: a_CN_avg, Match: <https://w3id.org/enershare/windturbine/Cylinder>, Ontology: EnershareWindturbine.txt, Score: High)
1. (Label: node_id, Match: <https://w3id.org/enershare/grid/HighVoltageTransmissionGrid>, Ontology: EnershareGrid.txt, Score: High)
2. (Label: stn, Match: <https://w3id.org/enershare/player/ServiceConsumer>, Ontology: EnersharePlayer.txt, Score: High)
3. (Label: soc, Match: <https://w3id.org/enershare/player/ServiceConsumer>, Ontology: EnersharePlayer.txt, Score: High)
4. (Label: fracsec, Match: <https://w3id.org/enershare/maintenance/hasOptimization>, Ontology: EnershareEvent.txt, Score: High)
5. (Label: vm1, Match: <https://w3id.org/platoon/Insulated-gate bipolar transistor (IGBT) Fan >, Ontology: PlatoonWindturbine.txt, Score: High)
6. (Label: vm2, Match: <https://w3id.org/platoon/Insulated-gate bipolar transistor (IGBT) Rack>, Ontology: PlatoonWindturbine.txt, Score: High)
7. (Label: vm3, Match: <https://w3id.org/platoon/RotorConverter>, Ontology: PlatoonWindturbine.txt, Score: High)
8. (Label: im1, Match: <https://w3id.org/platoon/PowerConverter>, Ontology: PlatoonWindturbine.txt, Score: High)
9. (Label: im2, Match: <https://w3id.org/platoon/NetworkConverter>, Ontology: PlatoonWindturbine.txt, Score: High)
10. (Label: im3, Match: <https://w3id.org/platoon/Converter>, Ontology: PlatoonWindturbine.txt, Score: High)
1. (Label: vph1, Match: <https://w3id.org/enershare/property/PhaseVoltageProperty>, Ontology: EnershareProperty.txt, Score: High)
2. (Label: vph2, Match: <https://w3id.org/enershare/property/PhaseVoltageEvaluation>, Ontology: EnershareProperty.txt, Score: High)
3. (Label: vph3, Match: <https://w3id.org/enershare/property/PhaseVoltageProperty>, Ontology: EnershareProperty.txt, Score: High)
4. (Label: iph1, Match: <https://w3id.org/enershare/property/NegativeReactivePowerProperty>, Ontology: EnershareProperty.txt, Score: High)
5. (Label: iph2, Match: <https://w3id.org/enershare/property/negativeReactivePower>, Ontology: EnershareProperty.txt, Score: High)
6. (Label: iph3, Match: <https://w3id.org/enershare/property/NegativeReactivePowerEvaluation>, Ontology: EnershareProperty.txt, Score: High)
7. (Label: f, Match: <https://w3id.org/enershare/device/FrequencyMeter>, Ontology: EnershareDevice.txt, Score: High)
8. (Label: df, Match: <https://w3id.org/enershare/device/HeatFlowMeter>, Ontology: EnershareDevice.txt, Score: High)
9. (Label: vzsm, Match: <https://w3id.org/enershare/player/providesChargingCostPrice>, Ontology: EnersharePlayer.txt, Score: High)
10. (Label: izsm, Match: <https://w3id.org/enershare/player/providesChargingCostPrice>, Ontology: EnersharePlayer.txt, Score: High)
1. (Label: vzsph, Match: ns0:PressureSensor, Ontology: OntoWind.txt, Score: 1.0)
2. (Label: izsph, Match: ns0:PressureSensor, Ontology: OntoWind.txt, Score: 1.0)
3. (Label: digita, Match: ns0:MeasuredPower, Ontology: OntoWind.txt, Score: 0.2)
4. (Label: analog, Match: ns0:Anemometer, Ontology: OntoWind.txt, Score: 1.0)
5. (Label: MeasureID, Match: ns0:swept_area, Ontology: OntoWind.txt, Score: 1.0)
6. (Label: VehicleID, Match: No exact match found, Ontology: N/A, Score: 0.8)
7. (Label: Brand, Match: No exact match found, Ontology: N/A, Score: 0.8)
8. (Label: Model, Match: No exact match found, Ontology: N/A, Score: 0.8)
9. (Label: Battery Power (kW), Match: No exact match found, Ontology: N/A, Score: 0.8)
10. (Label: Battery Capacity (kWh), Match: No exact match found, Ontology: N/A, Score: 0.8)
1. (Label: Connector Type, Match: <https://w3id.org/enershare/system/GBTConnector>, Ontology: EnershareSystem.txt, Score: High)
2. (Label: Autonomy (km), Match: Not found, Ontology: Not found, Score: Low)
3. (Label: Odometer (km), Match: Not found, Ontology: Not found, Score: Low)
4. (Label: Battery SoC (%), Match: Not found, Ontology: Not found, Score: Low)
5. (Label: Timestamp, Match: Not found, Ontology: Not found, Score: Low)
6. (Label: ocpp_device, Match: Not found, Ontology: Not found, Score: Low)
7. (Label: id, Match: Not found, Ontology: Not found, Score: Low)
8. (Label: type, Match: Not found, Ontology: Not found, Score: Low)
9. (Label: integration, Match: Not found, Ontology: Not found, Score: Low)
10. (Label: created_at, Match: Not found, Ontology: Not found, Score: Low)
1. (Label: attributes, Match: <https://w3id.org/enershare/property/hasInvestementCost>, Ontology: EnersharePriceProperty.txt, Score: High)
2. (Label: name, Match: <http://www.semanticweb.org/ontologies/2011/9/Ontology1318785573683.owl#labelEN>, Ontology: OntoWind.txt, Score: High)
3. (Label: partner_name, Match: <https://w3id.org/enershare/system/hasInsulationMaterial>, Ontology: EnershareSystem.txt, Score: Medium)
4. (Label: user_id, Match: <https://w3id.org/platoon/hasDayLightSavingsStatus>, Ontology: PlatoonBuilding.txt, Score: Medium)
5. (Label: connector_id, Match: <https://w3id.org/enershare/property/hasMinimumDeliveryPressure>, Ontology: EnershareProperty.txt, Score: High)
6. (Label: external_id, Match: <https://w3id.org/enershare/property/hasElectricEnergyLoss>, Ontology: EnershareProperty.txt, Score: High)
7. (Label: charge_point, Match: <https://w3id.org/platoon/energeticPerformanceClass>, Ontology: PlatoonBuilding.txt, Score: Medium)
8. (Label: vendor, Match: <https://w3id.org/enershare/property/hasRenewableEnergy>, Ontology: EnershareProperty.txt, Score: High)
9. (Label: model, Match: <https://w3id.org/enershare/system/PowerReducingCommand>, Ontology: EnershareSystem.txt, Score: Medium)
10. (Label: serial_number, Match: <https://w3id.org/enershare/property/hasMinimumDeliveryMonthlyPressure>, Ontology: EnershareProperty.txt, Score: High)
1. (Label: charge_box, Match: <https://w3id.org/enershare/system/CombinedChargingSystemCombo>, Ontology: EnershareSystem.txt, Score: 0.9)
2. (Label: ocpp_protocol, Match: <https://w3id.org/enershare/player/PlayerOntology>, Ontology: EnersharePlayer.txt, Score: 0.8)
3. (Label: registration_status, Match: <https://w3id.org/enershare/player/ChargingPointOperator>, Ontology: EnersharePlayer.txt, Score: 0.8)
4. (Label: settings, Match: <https://w3id.org/enershare/system/hasEnergyCapacity>, Ontology: EnershareSystem.txt, Score: 0.8)
5. (Label: charging_preferences, Match: <https://w3id.org/enershare/flexibility/ChargingProfile>, Ontology: EnershareFlexibility.txt, Score: 0.9)
6. (Label: charging_behavior, Match: <https://w3id.org/enershare/flexibility/hasChargingProfile>, Ontology: EnershareFlexibility.txt, Score: 0.8)
7. (Label: ready_time, Match: <https://w3id.org/enershare/schedule/ChargingScheduled>, Ontology: EnershareSchedule.txt, Score: 0.8)
8. (Label: location_id, Match: <https://w3id.org/seas/ElectricalConnectionPoint>, Ontology: EnershareSystem.txt, Score: 0.7)
9. (Label: spot_price_area_id, Match: <https://w3id.org/enershare/schedule/hasChargingSchedule>, Ontology: EnershareSchedule.txt, Score: 0.7)
10. (Label: target_soc, Match: <https://w3id.org/enershare/flexibility/hasChargingProfile>, Ontology: EnershareFlexibility.txt, Score: 0.8)
1. (Label: minimal_soc, Match: <https://w3id.org/enershare/system/hasMinimumChargePower>, Ontology: EnershareSystem.txt, Score: High)
2. (Label: minimum_energy_transfer, Match: <https://w3id.org/enershare/system/hasMinimumChargePower>, Ontology: EnershareSystem.txt, Score: High)
3. (Label: target_energy_transfer, Match: <https://w3id.org/enershare/system/hasChargePower>, Ontology: EnershareSystem.txt, Score: High)
4. (Label: ocpp, Match: <https://w3id.org/enershare/system/GBTConnector>, Ontology: EnershareSystem.txt, Score: Medium)
5. (Label: battery_capacity, Match: <https://w3id.org/enershare/system/hasChargePower>, Ontology: EnershareSystem.txt, Score: High)
6. (Label: current_soc, Match: <https://w3id.org/enershare/system/hasChargePower>, Ontology: EnershareSystem.txt, Score: High)
7. (Label: associated_device_id, Match: <https://w3id.org/enershare/maintenance/hasLoadingEvent>, Ontology: EnershareEvent.txt, Score: Medium)
8. (Label: device_telemetry, Match: <https://w3id.org/enershare/maintenance/hasOptimization>, Ontology: EnershareEvent.txt, Score: Medium)
9. (Label: timestamp, Match: <https://w3id.org/platoon/MoonriseProperty>, Ontology: PlatoonWeather.txt, Score: Low)
10. (Label: device_id, Match: <https://w3id.org/enershare/maintenance/hasLoadingEvent>, Ontology: EnershareEvent.txt, Score: Medium)
1. (Label: telemetry, Match: <https://w3id.org/enershare/device/FrequencyMeter>, Ontology: EnershareDevice.txt, Score: High)
2. (Label: connector_status_timestamp, Match: <https://w3id.org/enershare/device/FrequencyMeter>, Ontology: EnershareDevice.txt, Score: Moderate)
3. (Label: connector_status, Match: <https://w3id.org/enershare/system/TransmissionSystem>, Ontology: EnershareSystem.txt, Score: Moderate)
4. (Label: firmware_version, Match: <https://w3id.org/enershare/grid/HighVoltageTransmissionGrid>, Ontology: EnershareGrid.txt, Score: Low)
5. (Label: connector_error_code, Match: <https://w3id.org/enershare/system/GasStorageSystem>, Ontology: EnershareSystem.txt, Score: Low)
6. (Label: connector_vendor_id, Match: <https://w3id.org/enershare/system/CrossBorderEnergyConnection>, Ontology: EnershareSystem.txt, Score: Low)
7. (Label: connector_vendor_error_code, Match: <https://w3id.org/enershare/system/HydrogenConnection>, Ontology: EnershareSystem.txt, Score: Low)
8. (Label: heartbeat_timestamp, Match: <https://w3id.org/enershare/device/FrequencyMeter>, Ontology: EnershareDevice.txt, Score: Moderate)
9. (Label: time_to_full_charge, Match: <https://w3id.org/enershare/grid/ExtraHighVoltageTransmissionGrid>, Ontology: EnershareGrid.txt, Score: Low)
10. (Label: time_to_minimum_charge, Match: <https://w3id.org/enershare/grid/LowVoltageDistributionGrid>, Ontology: EnershareGrid.txt, Score: Low)
1. (Label: measurement, Match: <https://w3id.org/seas/storedElectricEnergy>, Ontology: SEASElectricPowerSystem.txt, Score: High)
2. (Label: transaction_id, Match: <https://w3id.org/seas/Meter>, Ontology: EnershareDevice.txt, Score: Medium)
3. (Label: energy_active_import_register, Match: <https://w3id.org/platoon/hasElectricEnergyConsumption>, Ontology: PlatoonEnergy.txt, Score: High)
4. (Label: power_active_import, Match: <https://w3id.org/platoon/hasElectricPowerGenerationCapacity>, Ontology: PlatoonEnergy.txt, Score: High)
5. (Label: current_offered, Match: <https://w3id.org/platoon/hasElectricPowerGenerationCapacity>, Ontology: PlatoonEnergy.txt, Score: Medium)
6. (Label: current_imports:L1, Match: <https://w3id.org/platoon/hasElectricEnergyConsumption>, Ontology: PlatoonEnergy.txt, Score: High)
7. (Label: current_imports:L2, Match: <https://w3id.org/platoon/hasElectricEnergyConsumption>, Ontology: PlatoonEnergy.txt, Score: High)
8. (Label: current_imports:L3, Match: <https://w3id.org/platoon/hasElectricEnergyConsumption>, Ontology: PlatoonEnergy.txt, Score: High)
9. (Label: voltages:L1_N, Match: <https://w3id.org/platoon/hasLowVoltageLimit>, Ontology: PlatoonEnergy.txt, Score: High)
10. (Label: voltages:L2_N, Match: <https://w3id.org/platoon/hasHighVoltageLimit>, Ontology: PlatoonEnergy.txt, Score: High)
1. (Label: voltages:L3_N, Match: <https://w3id.org/platoon/hasAverageTNVoltage>, Ontology: PlatoonEnergy.txt, Score: High)
2. (Label: total_current_import, Match: <https://w3id.org/platoon/hasApparentPower>, Ontology: PlatoonEnergy.txt, Score: High)
3. (Label: total_amount_of_transferred_energy_kwh, Match: <https://w3id.org/platoon/hasApparentPower>, Ontology: PlatoonEnergy.txt, Score: High)
4. (Label: max_current_offered, Match: <https://w3id.org/platoon/hasMaximumApparentPower>, Ontology: PlatoonEnergy.txt, Score: High)
5. (Label: max_power_offered, Match: <https://w3id.org/platoon/hasMaximalCapacityActivePower>, Ontology: PlatoonEnergy.txt, Score: High)
6. (Label: charging_session, Match: <https://w3id.org/platoon/hasCapacityActivePower>, Ontology: PlatoonEnergy.txt, Score: High)
7. (Label: Project number, Match: <https://w3id.org/seas/ThreePhasePowerBus>, Ontology: SEASElectricPowerSystem.txt, Score: Medium)
8. (Label: The date, Match: <https://w3id.org/seas/connectsSystemInStar>, Ontology: SEASElectricPowerSystem.txt, Score: Low)
9. (Label: Region, Match: <https://w3id.org/seas/MediumVoltage>, Ontology: SEASElectricPowerSystem.txt, Score: Low)
10. (Label: The town/village, Match: <https://w3id.org/seas/LowVoltage>, Ontology: SEASElectricPowerSystem.txt, Score: Low)
1. (Label: Home address, Match: <https://w3id.org/enershare/building/hasCarryingOutConstructionWorks>, Ontology: EnershareBuilding.txt, Score: High)
2. (Label: County/City, Match: <https://w3id.org/enershare/building/hasHeatInstallationSystem>, Ontology: EnershareBuilding.txt, Score: High)
3. (Label: Initial year of exploitation, Match: <https://w3id.org/enershare/system/hasFirstEnergyResource>, Ontology: EnershareSystem.txt, Score: High)
4. (Label: Building Total Area, Match: <https://w3id.org/enershare/building/hasRoofFloor>, Ontology: EnershareBuilding.txt, Score: High)
5. (Label: Room volume, Match: <https://w3id.org/enershare/building/hasWaterHeatingSystem>, Ontology: EnershareBuilding.txt, Score: High)
6. (Label: Average floor height, Match: <https://w3id.org/enershare/building/hasUndergroundFloor>, Ontology: EnershareBuilding.txt, Score: High)
7. (Label: Reference area, Match: <https://w3id.org/enershare/building/hasRoofFloor>, Ontology: EnershareBuilding.txt, Score: High)
8. (Label: Above-ground floors, Match: <https://w3id.org/enershare/building/hasRoofFloor>, Ontology: EnershareBuilding.txt, Score: High)
9. (Label: Underground floor, Match: <https://w3id.org/enershare/building/hasUndergroundFloor>, Ontology: EnershareBuilding.txt, Score: High)
10. (Label: Mansard, Match: <https://w3id.org/enershare/building/hasRoofFloor>, Ontology: EnershareBuilding.txt, Score: High)
1. (Label: Roof floor, Match: <https://w3id.org/enershare/building/hasRoofFloor>, Ontology: EnershareBuilding.txt, Score: High)
2. (Label: Initial energy class, Match: <https://w3id.org/platoon/ClassD>, Ontology: PlatoonBuilding.txt, Score: High)
3. (Label: Energy consumption before, Match: <https://w3id.org/enershare/building/hasFirstEnergyResourceForHeating>, Ontology: EnershareBuilding.txt, Score: High)
4. (Label: Heat energy consumption before, Match: <https://w3id.org/enershare/building/hasFirstEnergyResourceForHeating>, Ontology: EnershareBuilding.txt, Score: High)
5. (Label: Carbon dioxide emissions before, Match: <https://w3id.org/enershare/building/hasSecondEnergyResourceForCooling>, Ontology: EnershareBuilding.txt, Score: High)
6. (Label: Carrying out construction works, Match: <https://w3id.org/enershare/building/hasCarryingOutConstructionWorks>, Ontology: EnershareBuilding.txt, Score: High)
7. (Label: Reconstruction of engineering systems, Match: <https://w3id.org/enershare/building/hasCarryingOutConstructionWorks>, Ontology: EnershareBuilding.txt, Score: Medium)
8. (Label: Water heating system, Match: <https://w3id.org/enershare/building/hasWaterHeatingSystem>, Ontology: EnershareBuilding.txt, Score: High)
9. (Label: Heat installation, Match: <https://w3id.org/enershare/building/hasHeatInstallationSystem>, Ontology: EnershareBuilding.txt, Score: High)
10. (Label: Energy audit number, Match: Not Found, Ontology: Not Found, Score: Low)
1. (Label: Energy class after, Match: <https://w3id.org/platoon/energeticPerformanceClass>, Ontology: PlatoonBuilding.txt, Score: High)
2. (Label: Heat energy consumption after, Match: <https://w3id.org/platoon/hasGasEnergyConsumption>, Ontology: PlatoonEnergy.txt, Score: High)
3. (Label: Consumption for hot water after, Match: <https://w3id.org/platoon/hasDomesticHotWaterGasEnergyConsumption>, Ontology: PlatoonEnergy.txt, Score: High)
4. (Label: Consumption for mechanical ventilation after, Match: <https://w3id.org/platoon/hasEnergyConsumption>, Ontology: EnershareProperty.txt, Score: Medium)
5. (Label: Consumption for lighting after, Match: <https://w3id.org/platoon/hasEnergyConsumption>, Ontology: EnershareProperty.txt, Score: Medium)
