1. (Label: node_id, Match: noMatch, Ontology: noMatch, Score: 0.85)
4. (Label: Current zero sequence magnitude, Match: noMatch, Ontology: Enershare Grid Ontology, Score: 0.8)
5. (Label: Voltage zero sequence phase, Match: noMatch, Ontology: Enershare Grid Ontology, Score: 0.8)
6. (Label: Current zero sequence phase, Match: noMatch, Ontology: Enershare Grid Ontology, Score: 0.8)
7. (Label: Digital input/output (always 0), Match: noMatch, Ontology: Enershare Digital Twin Ontology, Score: 0.6)
8. (Label: Analog input (always 0), Match: noMatch, Ontology: Enershare Digital Twin Ontology, Score: 0.6)
1. (Label: df, Match: noMatch, Ontology: N/A, Score: N/A)  
2. (Label: Measuring station, Match: noMatch, Ontology: N/A, Score: N/A)  
3. (Label: Unix timestamp, Match: noMatch, Ontology: N/A, Score: N/A)  
4. (Label: Timestamp fraction of seconds, Match: noMatch, Ontology: N/A, Score: N/A)  
5. (Label: Voltage magnitude LN, Match: noMatch, Ontology: N/A, Score: N/A)  
6. (Label: Voltage magnitude LN, Match: noMatch, Ontology: N/A, Score: N/A)  
7. (Label: Voltage magnitude LN, Match: noMatch, Ontology: N/A, Score: N/A)  
8. (Label: Current magnitude LN, Match: noMatch, Ontology: N/A, Score: N/A)  
9. (Label: Current magnitude LN, Match: noMatch, Ontology: N/A, Score: N/A)  
10. (Label: Current magnitude LN, Match: noMatch, Ontology: N/A, Score: N/A)  
11. (Label: Voltage phase LN, Match: noMatch, Ontology: N/A, Score: N/A)  
12. (Label: Voltage phase LN, Match: noMatch, Ontology: N/A, Score: N/A)  
13. (Label: Voltage phase LN, Match: noMatch, Ontology: N/A, Score: N/A)  
14. (Label: Current phase LN, Match: noMatch, Ontology: N/A, Score: N/A)  
15. (Label: Current phase LN, Match: noMatch, Ontology: N/A, Score: N/A)  
16. (Label: Current phase LN, Match: noMatch, Ontology: N/A, Score: N/A)  
17. (Label: Frequency, Match: noMatch, Ontology: N/A, Score: N/A)  
18. (Label: RoCoF, Match: noMatch, Ontology: N/A, Score: N/A)  
19. (Label: Voltage zero sequence magnitude, Match: noMatch, Ontology: N/A, Score: N/A)  
20. (Label: Current zero sequence magnitude, Match: noMatch, Ontology: N/A, Score: N/A)  
21. (Label: Voltage zero sequence phase, Match: noMatch, Ontology: N/A, Score: N/A)  
22. (Label: Current zero sequence phase, Match: noMatch, Ontology: N/A, Score: N/A)  
23. (Label: Digital input/output, Match: noMatch, Ontology: N/A, Score: N/A)  
24. (Label: Analog input, Match: noMatch, Ontology: N/A, Score: N/A)  
1. (Label: voltage magnitude LN, Match: noMatch, Ontology: TETAS, Score: 0.8)  
2. (Label: current magnitude LN, Match: noMatch, Ontology: TETAS, Score: 0.8)  
3. (Label: voltage phase LN, Match: noMatch, Ontology: TETAS, Score: 0.8)  
4. (Label: current phase LN, Match: noMatch, Ontology: TETAS, Score: 0.8)  
5. (Label: frequency, Match: <https://w3id.org/enershare/marketEnergyMarket>, Ontology: EnershareMarket.txt, Score: 0.9)  
6. (Label: RoCoF, Match: noMatch, Ontology: TETAS, Score: 0.8)  
7. (Label: voltage zero sequence magnitude, Match: noMatch, Ontology: TETAS, Score: 0.8)  
8. (Label: current zero sequence magnitude, Match: noMatch, Ontology: TETAS, Score: 0.8)  
9. (Label: voltage zero sequence phase, Match: noMatch, Ontology: TETAS, Score: 0.8)  
10. (Label: current zero sequence phase, Match: noMatch, Ontology: TETAS, Score: 0.8)  
11. (Label: digital input/output (always 0), Match: noMatch, Ontology: EnershareSystem.txt, Score: 0.75)  
12. (Label: analog input(always 0), Match: noMatch, Ontology: EnershareSystem.txt, Score: 0.75)  
1. (Label: izsm, Match: noMatch, Ontology: - , Score: -)
2. (Label: Station-0, Match: noMatch, Ontology: - , Score: -)
3. (Label: Unix timestamp, Match: noMatch, Ontology: - , Score: -)
4. (Label: Timestamp fraction of seconds 0, Match: noMatch, Ontology: - , Score: -)
5. (Label: Voltage magnitude LN, Match: noMatch, Ontology: - , Score: -)
6. (Label: Voltage magnitude LN, Match: noMatch, Ontology: - , Score: -)
7. (Label: Voltage magnitude LN, Match: noMatch, Ontology: - , Score: -)
8. (Label: Current magnitude LN, Match: noMatch, Ontology: - , Score: -)
9. (Label: Current magnitude LN, Match: noMatch, Ontology: - , Score: -)
10. (Label: Current magnitude LN, Match: noMatch, Ontology: - , Score: -)
11. (Label: Voltage phase LN, Match: noMatch, Ontology: - , Score: -)
12. (Label: Voltage phase LN, Match: noMatch, Ontology: - , Score: -)
13. (Label: Voltage phase LN, Match: noMatch, Ontology: - , Score: -)
14. (Label: Current phase LN, Match: noMatch, Ontology: - , Score: -)
15. (Label: Current phase LN, Match: noMatch, Ontology: - , Score: -)
16. (Label: Current phase LN, Match: noMatch, Ontology: - , Score: -)
17. (Label: Frequency, Match: noMatch, Ontology: - , Score: -)
18. (Label: RoCoF, Match: noMatch, Ontology: - , Score: -)
19. (Label: Voltage zero sequence magnitude, Match: noMatch, Ontology: - , Score: -)
20. (Label: Current zero sequence magnitude, Match: noMatch, Ontology: - , Score: -)
21. (Label: Voltage zero sequence phase, Match: noMatch, Ontology: - , Score: -)
22. (Label: Current zero sequence phase, Match: noMatch, Ontology: - , Score: -)
23. (Label: Digital input/output 0, Match: noMatch, Ontology: - , Score: -)
24. (Label: Analog input 0, Match: noMatch, Ontology: - , Score: -)
1. (Label: vzsph, Match: noMatch, Ontology: noMatch, Score: 0.0)  
2. (Label: vzsph, Match: noMatch, Ontology: noMatch, Score: 0.0)  
3. (Label: Unix timestamp, Match: noMatch, Ontology: noMatch, Score: 0.0)  
4. (Label: Timestamp fraction of seconds (always 0), Match: noMatch, Ontology: noMatch, Score: 0.0)  
5. (Label: Voltage magnitude LN, Match: noMatch, Ontology: noMatch, Score: 0.0)  
6. (Label: Current magnitude LN, Match: noMatch, Ontology: noMatch, Score: 0.0)  
7. (Label: Voltage phase LN, Match: noMatch, Ontology: noMatch, Score: 0.0)  
8. (Label: Current phase LN, Match: noMatch, Ontology: noMatch, Score: 0.0)  
9. (Label: Frequency, Match: noMatch, Ontology: noMatch, Score: 0.0)  
10. (Label: RoCoF, Match: noMatch, Ontology: noMatch, Score: 0.0)  
11. (Label: Voltage zero sequence magnitude, Match: noMatch, Ontology: noMatch, Score: 0.0)  
12. (Label: Current zero sequence magnitude, Match: noMatch, Ontology: noMatch, Score: 0.0)  
13. (Label: Voltage zero sequence phase, Match: noMatch, Ontology: noMatch, Score: 0.0)  
14. (Label: Current zero sequence phase, Match: noMatch, Ontology: noMatch, Score: 0.0)  
15. (Label: Digital input/output (always 0), Match: noMatch, Ontology: noMatch, Score: 0.0)  
16. (Label: Analog input (always 0), Match: noMatch, Ontology: noMatch, Score: 0.0)  
1. (Label: izsph, Match: noMatch, Ontology: No match found, Score: 0.75)  
2. (Label: Measuring station (always ‘Station-0’), Match: noMatch, Ontology: No match found, Score: 0.75)  
3. (Label: Unix timestamp, Match: noMatch, Ontology: No match found, Score: 0.75)  
4. (Label: Timestamp fraction of seconds (always 0), Match: noMatch, Ontology: No match found, Score: 0.75)  
5. (Label: Voltage magnitude LN, Match: noMatch, Ontology: No match found, Score: 0.75)  
6. (Label: Voltage magnitude LN, Match: noMatch, Ontology: No match found, Score: 0.75)  
7. (Label: Voltage magnitude LN, Match: noMatch, Ontology: No match found, Score: 0.75)  
8. (Label: Current magnitude LN, Match: noMatch, Ontology: No match found, Score: 0.75)  
9. (Label: Current magnitude LN, Match: noMatch, Ontology: No match found, Score: 0.75)  
10. (Label: Current magnitude LN, Match: noMatch, Ontology: No match found, Score: 0.75)  
11. (Label: Voltage phase LN, Match: noMatch, Ontology: No match found, Score: 0.75)  
12. (Label: Voltage phase LN, Match: noMatch, Ontology: No match found, Score: 0.75)  
13. (Label: Voltage phase LN, Match: noMatch, Ontology: No match found, Score: 0.75)  
14. (Label: Current phase LN, Match: noMatch, Ontology: No match found, Score: 0.75)  
15. (Label: Current phase LN, Match: noMatch, Ontology: No match found, Score: 0.75)  
16. (Label: Current phase LN, Match: noMatch, Ontology: No match found, Score: 0.75)  
17. (Label: Frequency, Match: noMatch, Ontology: No match found, Score: 0.75)  
18. (Label: RoCoF, Match: noMatch, Ontology: No match found, Score: 0.75)  
19. (Label: Voltage zero sequence magnitude, Match: noMatch, Ontology: No match found, Score: 0.75)  
20. (Label: Current zero sequence magnitude, Match: noMatch, Ontology: No match found, Score: 0.75)  
21. (Label: Voltage zero sequence phase, Match: noMatch, Ontology: No match found, Score: 0.75)  
22. (Label: Current zero sequence phase, Match: noMatch, Ontology: No match found, Score: 0.75)  
23. (Label: Digital input/output (always 0), Match: noMatch, Ontology: No match found, Score: 0.75)  
24. (Label: Analog input (always 0), Match: noMatch, Ontology: No match found, Score: 0.75)  
1. (Label: digita, Match: noMatch, Ontology: noMatch, Score: noMatch)
2. (Label: Measuring station (always ‘Station-0’), Match: noMatch, Ontology: noMatch, Score: noMatch)
3. (Label: Unix timestamp, Match: noMatch, Ontology: noMatch, Score: noMatch)
4. (Label: Timestamp fraction of seconds (always 0), Match: noMatch, Ontology: noMatch, Score: noMatch)
5. (Label: Voltage magnitude LN, Match: noMatch, Ontology: noMatch, Score: noMatch)
6. (Label: Voltage magnitude LN, Match: noMatch, Ontology: noMatch, Score: noMatch)
7. (Label: Voltage magnitude LN, Match: noMatch, Ontology: noMatch, Score: noMatch)
8. (Label: Current magnitude LN, Match: noMatch, Ontology: noMatch, Score: noMatch)
9. (Label: Current magnitude LN, Match: noMatch, Ontology: noMatch, Score: noMatch)
10. (Label: Current magnitude LN, Match: noMatch, Ontology: noMatch, Score: noMatch)
11. (Label: Voltage phase LN, Match: noMatch, Ontology: noMatch, Score: noMatch)
12. (Label: Voltage phase LN, Match: noMatch, Ontology: noMatch, Score: noMatch)
13. (Label: Voltage phase LN, Match: noMatch, Ontology: noMatch, Score: noMatch)
14. (Label: Current phase LN, Match: noMatch, Ontology: noMatch, Score: noMatch)
15. (Label: Current phase LN, Match: noMatch, Ontology: noMatch, Score: noMatch)
16. (Label: Current phase LN, Match: noMatch, Ontology: noMatch, Score: noMatch)
17. (Label: Frequency, Match: noMatch, Ontology: noMatch, Score: noMatch)
18. (Label: RoCoF, Match: noMatch, Ontology: noMatch, Score: noMatch)
19. (Label: Voltage zero sequence magnitude, Match: noMatch, Ontology: noMatch, Score: noMatch)
20. (Label: Current zero sequence magnitude, Match: noMatch, Ontology: noMatch, Score: noMatch)
21. (Label: Voltage zero sequence phase, Match: noMatch, Ontology: noMatch, Score: noMatch)
22. (Label: Current zero sequence phase, Match: noMatch, Ontology: noMatch, Score: noMatch)
23. (Label: Digital input/output (always 0), Match: noMatch, Ontology: noMatch, Score: noMatch)
24. (Label: Analog input (always 0), Match: noMatch, Ontology: noMatch, Score: noMatch)
1. (Label: analog, Match: noMatch, Ontology: Sensor, Score: 0.8)  
2. (Label: measuring station - 0, Match: noMatch, Ontology: Sensor, Score: 0.6)  
3. (Label: Unix timestamp, Match: noMatch, Ontology: Time, Score: 0.7)  
4. (Label: Timestamp fraction of seconds - 0, Match: Time:Timestamp_fraction_seconds, Ontology: Time, Score: 0.8)  
5. (Label: Voltage magnitude LN, Match: noMatch, Ontology: Electrical, Score: 0.7)  
6. (Label: Voltage magnitude LN, Match: noMatch, Ontology: Electrical, Score: 0.8)  
7. (Label: Voltage magnitude LN, Match: noMatch, Ontology: Electrical, Score: 0.8)  
8. (Label: Current magnitude LN, Match: noMatch, Ontology: Electrical, Score: 0.8)  
9. (Label: Current magnitude LN, Match: noMatch, Ontology: Electrical, Score: 0.8)  
10. (Label: Current magnitude LN, Match: noMatch, Ontology: Electrical, Score: 0.8)  
11. (Label: Voltage phase LN, Match: noMatch, Ontology: Electrical, Score: 0.8)  
12. (Label: Voltage phase LN, Match: noMatch, Ontology: Electrical, Score: 0.8)  
13. (Label: Voltage phase LN, Match: noMatch, Ontology: Electrical, Score: 0.8)  
14. (Label: Current phase LN, Match: noMatch, Ontology: Electrical, Score: 0.8)  
15. (Label: Current phase LN, Match: noMatch, Ontology: Electrical, Score: 0.8)  
16. (Label: Current phase LN, Match: noMatch, Ontology: Electrical, Score: 0.8)  
17. (Label: Frequency, Match: noMatch, Ontology: Electrical, Score: 0.6)  
18. (Label: RoCoF, Match: noMatch, Ontology: Electrical, Score: 0.8)  
19. (Label: Voltage zero sequence magnitude, Match: noMatch, Ontology: Electrical, Score: 0.8)  
20. (Label: Current zero sequence magnitude, Match: noMatch, Ontology: Electrical, Score: 0.8)  
21. (Label: Voltage zero sequence phase, Match: noMatch, Ontology: Electrical, Score: 0.8)  
22. (Label: Current zero sequence phase, Match: noMatch, Ontology: Electrical, Score: 0.8)  
23. (Label: Digital input/output, Match: noMatch, Ontology: Sensor, Score: 0.6)  
24. (Label: Analog input/output, Match: noMatch, Ontology: Sensor, Score: 0.8)  
