{Label: GearOilTemperature_val, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 0.9}
{Label: izsm, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vzsph, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: izsph, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: digita, Match: Digital Twin, Ontology: EnershareDigitalTwin.txt, Score: 0.9}
{Label: analog, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: MeasureID, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: VehicleID, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Brand, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Model, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Battery Power (kW), Match: has Charge Power, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Battery Capacity (kWh), Match: has Energy Capacity, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Connector Type, Match: GBTConnector, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Autonomy (km), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Odometer (km), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Battery SoC (%), Match: hasMinimumBatteryEnergyToBeInstalled, Ontology: EnershareProperty.txt, Score: 0.6}
{Label: Timestamp, Match: unitSecond, Ontology: Time.txt, Score: 0.8}
{Label: ocpp_device, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: type, Match: Energy Resource Type, Ontology: EnershareEnergyResource.txt, Score: 0.7}
{Label: integration, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: created_at, Match: issued, Ontology: EnershareEnergyResource.txt, Score: 0.6}
{Label: attributes, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: name, Match: name, Ontology: EnersharePlayer.txt, Score: 1}
{Label: partner_name, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: user_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: connector_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: external_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: charge_point, Match: Charging Point Operator, Ontology: EnersharePlayer.txt, Score: 0.8}
{Label: vendor, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: model, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: serial_number, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: charge_box, Match: Charging Point Operator, Ontology: EnersharePlayer.txt, Score: 0.8}
{Label: ocpp_protocol, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: registration_status, Match: hasDayLightSavingsStatus, Ontology: PlatoonBuilding.txt, Score: 0.7}
{Label: settings, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: charging_preferences, Match: hasChargingProfile, Ontology: EnershareFlexibility.txt, Score: 0.9}
{Label: charging_behavior, Match: Charging Profile, Ontology: EnershareFlexibility.txt, Score: 0.8}
{Label: ready_time, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: location_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: spot_price_area_id, Match: hasDayAheadPrice, Ontology: EnersharePriceProperty.txt, Score: 0.7}
{Label: target_soc, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: minimal_soc, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: minimum_energy_transfer, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: target_energy_transfer, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: ocpp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: battery_capacity, Match: has Capacity, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: current_soc, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: associated_device_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: device_telemetry, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: device_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: telemetry, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: connector_status_timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: connector_status, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: firmware_version, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: connector_error_code, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: connector_vendor_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: connector_vendor_error_code, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: heartbeat_timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: time_to_full_charge, Match: hasMaximumChargePower, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: time_to_minimum_charge, Match: hasMinimumChargePower, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: measurement, Match: measures, Ontology: OntoWind.txt, Score: 0.9}
{Label: transaction_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: energy_active_import_register, Match: ElectricEnergyConsumptionProperty, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: power_active_import, Match: incomingElectricPower, Ontology: SEASElectricPowerSystem.txt, Score: 0.7}
{Label: current_offered, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: current_imports:L1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: current_imports:L2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: current_imports:L3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: voltages:L1_N, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: voltages:L2_N, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: voltages:L3_N, Match: T Current, Ontology: SEASElectricPowerSystem.txt, Score: 0.8}
{Label: total_current_import, Match: Phase Current Property, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: total_amount_of_transferred_energy_kwh, Match: has Total Energy Consumption Saving, Ontology: EnershareProperty.txt, Score: 0.85}
{Label: max_current_offered, Match: nominal electrical current, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: max_power_offered, Match: has maximum apparent power, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: charging_session, Match: Loading Event, Ontology: EnershareEvent.txt, Score: 0.7}
{Label: Project number, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: The date, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Region, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: The town/village, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Home address, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: County/City, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Initial year of exploitation, Match: working life, Ontology: SEASGenericProperty, Score: 0.7}
{Label: Building Total Area, Match: has Total Area, Ontology: EnershareProperty, Score: 0.9}
{Label: Room volume, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Average floor height, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Reference area, Match: has Reference Area, Ontology: EnershareProperty, Score: 0.9}
{Label: Above-ground floors, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Underground floor, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Mansard, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Roof floor, Match: has Roof Floor, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Initial energy class, Match: has Generator Insulation Class, Ontology: EnershareWindturbine.txt, Score: 0.7}
{Label: Energy consumption before, Match: measured Before, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Heat energy consumption before, Match: has Initial Electric Energy Consumption, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Carbon dioxide emissions before, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: Carrying out construction works, Match: has Carrying Out Construction Works, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Reconstruction of engineering systems, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Water heating system, Match: has Water Heating System, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Heat installation, Match: has Heat Installation System, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Energy audit number, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Energy class after, Match: energetic performance class, Ontology: PlatoonBuilding.txt, Score: 0.9}
{Label: Heat energy consumption after, Match: Thermal Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.85}
{Label: Consumption for hot water after, Match: has domestic hot water gas energy consumption, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: Consumption for mechanical ventilation after, Match: has Non Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.75}
{Label: Consumption for lighting after, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Consumption for cooling after, Match: has forecast Cooling Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: Energy consumption after, Match: has Final Energy Consumption, Ontology: EnershareProperty.txt, Score: 0.85}
{Label: Heat saving for heating, Match: has First Energy Resource For Heating, Ontology: EnershareSystem.txt, Score: 0.75}
{Label: Total energy consumption saving, Match: has Primary Total Energy Consumption, Ontology: EnershareProperty.txt, Score: 0.85}
{Label: Saving of heat energy, Match: Water Saving Property, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: Primary non-renewable energy, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Primary total energy consumption, Match: has Primary Total Energy Consumption, Ontology: EnershareProperty.txt, Score: 1}
{Label: Almost zero energy building, Match: is Almost Zero Energy Building, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Carbon dioxide emission tons after, Match: has Carbon Foot Print, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Carbon dioxide emission after, Match: has Carbon Foot Print, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Area of the external surface, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Average heat transfer coefficient, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Average heat transfer coefficient_1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Building calculated heat loss coefficient, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Building allowable heat loss coefficient, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Indoor temperature heating, Match: has heating air temperature setpoint, Ontology: PlatoonWeather.txt, Score: 0.9}
{Label: Indoor temperature for cooling, Match: has cooling air temperature setpoint, Ontology: PlatoonWeather.txt, Score: 0.9}
{Label: Air exchange rate, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Ventilation heat loss coefficient, Match: has Ventilation Heat Loss Coefficient, Ontology: EnershareProperty.txt, Score: 1}
{Label: Energy resource for heating 1, Match: has First Energy Resource For Heating, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Energy resource for heating 2, Match: has Second Energy Resource For Heating, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Energy resource for hot water 1, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Energy resource for hot water 2, Match: has Second Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Energy resource for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Energy resource for cooling 1, Match: has First Energy Resource For Cooling, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Energy resource for cooling 2, Match: has Second Energy Resource For Cooling, Ontology: EnershareBuilding.txt, Score: 1}
{Label: CO2 emission factor for heating 1, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor for heating 2, Match: has Second Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor for hot water 1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: CO2 emission factor for hot water 2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: CO2 emission factor for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor for cooling 1, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor for cooling 2, Match: has Second Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for heating 1, Match: has First Energy Resource Non Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for heating 2, Match: has Second Energy Resource Non Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for water 1, Match: has First Energy Resource Non Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for water 2, Match: has Second Energy Resource Non Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for ventilation, Match: has Non Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for cooling 1, Match: has First Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for cooling 2, Match: has Second Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for heating 1, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for heating 2, Match: has Second Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for water 1, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for water 2, Match: has Second Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for cooling 1, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}
{Label: Renewable factor for cooling 2, Match: has Second Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}
{Label: Total factor for heating 1, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}
{Label: Total factor for heating 2, Match: has Second Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}
{Label: Total factor for water 1, Match: has First Energy Resource For Water, Ontology: EnershareSystem.txt, Score: 1}
{Label: Total factor for water 2, Match: has Second Energy Resource For Water, Ontology: EnershareSystem.txt, Score: 1}
{Label: Total factor for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 1}
{Label: Total factor for cooling 1, Match: has cooling electric energy consumption, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Total factor for cooling 2, Match: has cooling electric energy consumption, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Project number, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Houshold location (region), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Year of building, Match: has Construction Year, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Building total area, M2, Match: area, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Building reference/calculation area, M2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: ENERGY CLASS BEFORE THE PROJECT, Match: energetic performance class, Ontology: PlatoonBuilding.txt, Score: 0.85}
{Label: ENERGY CONSUMPTION BEFORE THE PROJECT, KWH/M2, Match: has Electric Energy Consumption, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: HEATING CONSUMPTION BEFORE PROJECT, KWH/M2, Match: Heating Energy Demand Property, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: ASSESSMENT OF CARBON DIOXIDE EMISSIONS BEFORE THE PROJECT, KG CO2/M2 per year, Match: CarbonDioxidePropertyAffordance, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Planned energy consumption savings (kWh/m2), Match: Forecast Of Energy Demand Property, Ontology: EnershareForecast.txt, Score: 0.85}
{Label: Carrying out construction works in the enclosing structures, Match: has Carrying Out Construction Works, Ontology: EnershareBuilding.txt, Score: 0.9}
{Label: Renovation or reconstruction of engineering systems (for example, heating and ventilation equipment), Match: Configuration Maintenance, Ontology: EnershareMaintenance.txt, Score: 0.8}
{Label: Installation of a new water heating system, Match: Domestic Hot Water Gas Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.7}
{Label: Installation of heat installations to ensure the production of heat from renewable energy sources, Match: Photovoltaic Energy Production Property, Ontology: PlatoonEnergy.txt, Score: 0.75}
{Label: Other activities, if they are necessary for increasing energy efficiency together with the above-mentioned measures, Match: Optimization, Ontology: EnershareMaintenance.txt, Score: 0.6}
{Label: Other activities, Match: Optimization, Ontology: EnershareMaintenance.txt, Score: 0.5}
{Label: Energy efficiency class of the residential house according to the temporary energy certificate of the building, Match: Energy Audit Document, Ontology: EnershareBuilding.txt, Score: 0.7}
{Label: Thermal energy consumption for heating according to the building's temporary energy certificate (kWh/m2), Match: Heating Gas Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: Energy consumption after project (kWh/m2), Match: Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Assessment of carbon dioxide emissions after project, kg CO2/m2 per year, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Heat energy consumption savings %, Match: Efficiency Property, Ontology: SEASElectricPowerSystem.txt, Score: 0.85}
{Label: number of floors, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Average floor height, m, Match: has Average Floor Height, Ontology: EnershareProperty.txt, Score: 1}
{Label: Energy consumption for hot water preparation in KWH/M2 per year, Match: has domestic hot water gas energy consumption, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Energy consumption for cooling in KWH/M2 per year, Match: has Cooling Electric Energy Load, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: assessment of carbon dioxide emission, kg CO2/m2/year, Match: has Carbon Dioxide Reduction, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Thickness of thermal insulation material (mm), Match: has Generator Insulation Class, Ontology: EnershareWindturbine.txt, Score: 0.7}
{Label: Heat insulation λ (W/mK), Match: has Generator Insulation Class, Ontology: EnershareWindturbine.txt, Score: 0.7}
{Label: Indicative savings, kWh/m, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 70 euros per MWh), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Thickness of thermal insulation material (mm), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Heat insulation λ (W/mK), Match: hasHeatTransferCoefficient, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Indicative savings, kWh/m, Match: hasElectricEnergySaving, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: hasInvestementCost, Ontology: EnersharePriceProperty.txt, Score: 0.75}
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 70 euros per MWh), Match: hasCostSaving, Ontology: EnersharePriceProperty.txt, Score: 0.8}
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Thickness of thermal insulation material (mm), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Heat insulation λ (W/mK), Match: hasHeatTransferCoefficient, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Indicative savings, kWh/m, Match: hasElectricEnergySaving, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: expected Cost, Ontology: EnersharePriceProperty.txt, Score: 0.9}
{Label: Savings per year (euro), Match: has Total Energy Consumption Saving, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: U value of windows, W/m2K, Match: Heat Coefficient Property, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: The U-value of the exterior door, W/m2K, Match: Heat Coefficient Property, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: Indicative savings, kWh/m, Match: has Total Energy Consumption Saving, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: expected Cost, Ontology: EnersharePriceProperty.txt, Score: 0.9}
{Label: Savings per year (euro), Match: has Total Energy Consumption Saving, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Thickness of thermal insulation material (mm), Match: has Insulation Material, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Heat insulation λ (W/mK), Match: Heat Coefficient Property, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Indicative savings, kWh/m, Match: has Primary Energy Saving, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: capital Cost, Ontology: EnersharePriceProperty.txt, Score: 0.7}
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 60 euros per MWh), Match: has Electric Energy Saving, Ontology: EnershareProperty.txt, Score: 0.6}
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Current costs for heating (euro), Match: provides Charging Cost Price, Ontology: EnersharePlayer.txt, Score: 0.5}
{Label: Current costs for hot water (euro), Match: Domestic Hot Water Gas Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.6}
{Label: Planned costs for heating (euro), Match: provides Charging Cost Price, Ontology: EnersharePlayer.txt, Score: 0.5}
{Label: Planned costs for hot water (euro), Match: Domestic Hot Water Gas Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.6}
{Label: Cost savings (euro), Match: has Electric Energy Saving, Ontology: EnershareProperty.txt, Score: 0.6}
{Label: Consumption of primary non-renewable energy, KWH/M2 per year, Match: has Primary Non Renewable Energy, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Primary total energy consumption, KWH/M2 per year, Match: hasTotalElectricEnergyLoad, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Energy consumption for hot water preparation, KWH/M2 per year, Match: Domestic Hot Water Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.85}
{Label: Energy consumption for cooling, KWH/M2 per year, Match: Cooling Electric Energy Load Property, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Energy consumption for heating, KWH/M2 per year, Match: Heating Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.95}
{Label: Total energy consumption, KWH/M2 per year, Match: hasTotalElectricEnergyLoad, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Compliance of the building with the requirements of an almost zero energy building, Match: is Almost Zero Energy Building, Ontology: EnershareBuilding.txt, Score: 0.95}
{Label: Assessment of carbon dioxide emissions, t CO₂ per year, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Assessment of carbon dioxide emissions, kg CO₂ per year, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Area of the external surface of the building, m2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: The average weighted heat transfer coefficient U average of the external enclosures, W/m2K, Match: has Heat Transfer Coefficient, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: The average weighted standard (maximum) heat transfer coefficient of the external enclosures U average, max, W/m2K, Match: has Average Standard Heat Transfer Coefficient, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: The calculated specific heat loss coefficient HT/A of the building's enclosing structures, W/m2K, Match: has Calculated Heat Loss Coefficient, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Specific heat loss coefficient of building,  HT max/A calculated, W/M2k, Match: has Allowable Heat Loss Coefficient, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Calculated indoor temperature for heating rating, oC, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Calculated indoor temperature for cooling rating, oC, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Required air exchange rate, n-1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Specific heat loss coefficient of building ventilation HVentilation/Acalculated, W/M2k, Match: has Ventilation Heat Loss Coefficient, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Energy carrier for heating, Match: has First Energy Resource For Heating, Ontology: EnershareBuilding.txt, Score: 0.9}
{Label: Energy carrier for hot water preparation, Match: has First Energy Resource For Hot Water, Ontology: EnershareBuilding.txt, Score: 0.9}
```json
{Label: Energy carrier for cooling, Match: has First Energy Resource For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor, kg CO2/MWh for heating, Match: has First Energy Resource Non Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.85}
{Label: CO2 emission factor, kg CO2/MWh for hot water preparation, Match: has First Energy Resource Non Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.85}
{Label: CO2 emission factor, kg CO2/MWh for cooling, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.85}
{Label: Primary energy factor for the part of non-renewable energy resources - heating, Match: has Primary Non Renewable Energy, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Primary energy factor for the part of non-renewable energy resources - hot water preparation, Match: has Primary Non Renewable Energy, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Primary energy factor for partial cooling of non-renewable energy resources, Match: has Primary Non Renewable Energy, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Primary energy factor for the share of renewable energy resources - heating, Match: has Renewable Energy, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Primary energy factor for the part of renewable energy resources - hot water preparation, Match: has Renewable Energy, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Primary energy factor for partial cooling of renewable energy resources, Match: has Renewable Energy, Ontology: EnershareProperty.txt, Score: 0.9}
```
{Label: Total primary energy factor - for heating, Match: Heating Gas Energy Consumption Evaluation, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: Total primary energy factor - for hot water preparation, Match: Heating Gas Energy Consumption Evaluation, Ontology: PlatoonEnergy.txt, Score: 0.7}
{Label: Total primary energy factor - for cooling, Match: Cooling Gas Energy Consumption Evaluation, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: Project number, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Houshold location (region), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Total electricity consumption, MWh per year, Match: delivered Energy, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: Average amount of electricity produced by solar panels, MWh per year, Match: delivered Energy, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: EXISTING INVERTER SET POWER, KW, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Additional installed inverter power (set), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: AMOUNT OF SUPPORT FOR THE INSTALLATION OF ELECTRICITY PRODUCTION EQUIPMENT, EUR, Match: capital Cost, Ontology: EnersharePriceProperty.txt, Score: 0.7}
{Label: Primary energy consumption after installing the solar panel system, MWh per year, Match: measuredAfter, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Reduction of primary energy, MWh per year, Match: hasGreenHydrogenDemand, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: Project number, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: The data, Match: hasBeginingDataValue, Ontology: EnershareProperty.txt, Score: 0.6}
