{Label: GearOilTemperature_val, Match: TemperatureProperty, Ontology: PlatoonWindturbine, Score: 1}
{Label: Timestamp, Match: PointInTime, Ontology: Time, Score: 1}
{Label: ocpp_device, Match: EVSEStationProperty, Ontology: EnershareEVSE, Score: 1}
{Label: id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: integration, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: created_at, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: attributes, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: partner_name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: user_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: connector_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: external_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: charge_point, Match: ElectricalConnectionPoint, Ontology: EnershareSystem, Score: 1}
{Label: vendor, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: model, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: serial_number, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: charge_box, Match: ElectricChargingStation, Ontology: EnershareSystem, Score: 1}
{Label: ocpp_protocol, Match: CommunicationProtocol, Ontology: EnershareSystem, Score: 1}
{Label: registration_status, Match: RegistrationStatus, Ontology: EnershareSystem, Score: 1}
{Label: settings, Match: ChargingManagement, Ontology: EnershareSystem, Score: 1}
{Label: charging_preferences, Match: ChargeOfEVSE, Ontology: EnershareSystem, Score: 1}
{Label: charging_behavior, Match: ChargeInMilliAmpere, Ontology: EnershareSystem, Score: 1}
{Label: ready_time, Match: hours duration, Ontology: Time, Score: 1}
{Label: location_id, Match: Location, Ontology: EnershareMeta, Score: 1}
{Label: spot_price_area_id, Match: ElectricitySpotMarket, Ontology: EnershareSystem, Score: 1}
{Label: target_soc, Match: StateOfCharge, Ontology: EnershareSystem, Score: 1}
{Label: minimal_soc, Match: StateOfEnergyCapacityProperty, Ontology: EnershareProperty, Score: 1}
{Label: minimum_energy_transfer, Match: ElectricPowerTransferProperty, Ontology: EnershareProperty, Score: 1}
{Label: target_energy_transfer, Match: ElectricPowerTransferProperty, Ontology: EnershareProperty, Score: 1}
{Label: ocpp, Match: SmartChargingSystemProperty, Ontology: EnershareProperty, Score: 1}
{Label: battery_capacity, Match: CapacityProperty, Ontology: EnershareProperty, Score: 1}
{Label: current_soc, Match: StateOfEnergyCapacityProperty, Ontology: EnershareProperty, Score: 1}
{Label: associated_device_id, Match: SignalIdentificationProperty, Ontology: EnershareProperty, Score: 1}
{Label: device_telemetry, Match: TelemetryProperty, Ontology: EnershareProperty, Score: 1}
{Label: timestamp, Match: DateTimeDescription, Ontology: Time, Score: 1}
{Label: device_id, Match: DeviceProperty, Ontology: EnershareProperty, Score: 1}
{Label: telemetry, Match: Telemetry Data, Ontology: EnershareSystem, Score: 1}
{Label: connector_status_timestamp, Match: Time Instant, Ontology: Time, Score: 1}
{Label: connector_status, Match: Charging Station State, Ontology: EnershareSystem, Score: 1}
{Label: firmware_version, Match: Firmware Version, Ontology: EnershareSystem, Score: 1}
{Label: connector_error_code, Match: Charging Station Error Code, Ontology: EnershareSystem, Score: 1}
{Label: connector_vendor_id, Match: Charging Station Vendor, Ontology: EnershareSystem, Score: 1}
{Label: connector_vendor_error_code, Match: Charging Station Vendor Error Code, Ontology: EnershareSystem, Score: 1}
{Label: heartbeat_timestamp, Match: Time Instant, Ontology: Time, Score: 1}
{Label: time_to_full_charge, Match: Full Charge Duration, Ontology: EnershareSystem, Score: 1}
{Label: time_to_minimum_charge, Match: Minimum Charge Duration, Ontology: EnershareSystem, Score: 1}
{Label: measurement, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: transaction_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: energy_active_import_register, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: power_active_import, Match: PowerProperty, Ontology: EnershareProperty, Score: 1}
{Label: current_offered, Match: ElectricCurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: current_imports:L1, Match: ElectricCurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: current_imports:L2, Match: ElectricCurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: current_imports:L3, Match: ElectricCurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: voltages:L1_N, Match: PhaseToNeutralVoltageProperty, Ontology: EnershareProperty, Score: 1}
{Label: voltages:L2_N, Match: PhaseToNeutralVoltageProperty, Ontology: EnershareProperty, Score: 1}
{Label: voltages:L3_N, Match: Phase Voltage Property, Ontology: EnershareProperty, Score: 1}
{Label: total_current_import, Match: Current Property, Ontology: EnershareProperty, Score: 1}
{Label: total_amount_of_transferred_energy_kwh, Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: max_current_offered, Match: Current Property, Ontology: EnershareProperty, Score: 1}
{Label: max_power_offered, Match: Power Property, Ontology: EnershareProperty, Score: 1}
{Label: charging_session, Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: Project number, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: The date, Match: Date Time Interval, Ontology: Time, Score: 1}
{Label: Region, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: The town/village, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Home address, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: County/City, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Initial year of exploitation, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Building Total Area, Match: BuildingAreaProperty, Ontology: EnershareProperty, Score: 1}
{Label: Room volume, Match: VolumeProperty, Ontology: EnershareProperty, Score: 1}
{Label: Average floor height, Match: FloorHeightProperty, Ontology: EnershareProperty, Score: 1}
{Label: Reference area, Match: AreaProperty, Ontology: EnershareProperty, Score: 1}
{Label: Above-ground floors, Match: BuildingFloorProperty, Ontology: EnershareProperty, Score: 1}
{Label: Underground floor, Match: BuildingFloorProperty, Ontology: EnershareProperty, Score: 1}
{Label: Mansard, Match: RoofTypeProperty, Ontology: EnershareProperty, Score: 1}
{Label: Roof floor, Match: ThermalEnvelopeElement, Ontology: BuildSysEnergy, Score: 1}
{Label: Initial energy class, Match: EnergyPerformanceClass, Ontology: EnershareBuilding, Score: 1}
{Label: Energy consumption before, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Heat energy consumption before, Match: HeatEnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Carbon dioxide emissions before, Match: CO2EmissionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Carrying out construction works, Match: ConstructionActivity, Ontology: EnershareConstruction, Score: 1}
{Label: Reconstruction of engineering systems, Match: RetrofittingActivity, Ontology: EnershareConstruction, Score: 1}
{Label: Water heating system, Match: HotWaterSupplySystem, Ontology: EnershareSystem, Score: 1}
{Label: Heat installation, Match: HeatingInstallation, Ontology: EnershareSystem, Score: 1}
{Label: Energy audit number, Match: Energy Audit Document, Ontology: EnershareBuilding, Score: 1}
{Label: Energy class after, Match: Energy Class Property, Ontology: EnershareProperty, Score: 1}
{Label: Heat energy consumption after, Match: Heat Energy Property, Ontology: EnershareProperty, Score: 1}
{Label: Consumption for hot water after, Match: Energy Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Consumption for mechanical ventilation after, Match: Energy Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Consumption for lighting after, Match: Energy Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Consumption for cooling after, Match: Energy Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Energy consumption after, Match: Energy Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Heat saving for heating, Match: Heating Energy Saving Property, Ontology: EnershareProperty, Score: 1}
{Label: Total energy consumption saving, Match: Energy Consumption Saving Property, Ontology: EnershareProperty, Score: 1}
{Label: Saving of heat energy, Match: Heat Energy Saving Property, Ontology: EnershareProperty, Score: 1}
{Label: Primary non-renewable energy, Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: Primary total energy consumption, Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: Almost zero energy building, Match: BuildingType, Ontology: EnershareBuilding, Score: 1}
{Label: Carbon dioxide emission tons after, Match: Co2EmissionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Carbon dioxide emission after, Match: Co2EmissionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Area of the external surface, Match: AreaProperty, Ontology: EnershareBuilding, Score: 1}
{Label: Average heat transfer coefficient, Match: HeatCoefficientProperty, Ontology: EnershareBuilding, Score: 1}
{Label: Average heat transfer coefficient_1, Match: HeatCoefficientProperty, Ontology: EnershareBuilding, Score: 1}
{Label: Building calculated heat loss coefficient, Match: HeatCoefficientProperty, Ontology: EnershareBuilding, Score: 1}
{Label: Building allowable heat loss coefficient, Match: HeatCoefficientProperty, Ontology: EnershareBuilding, Score: 1}
{Label: Indoor temperature heating, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: Indoor temperature for cooling, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: Air exchange rate, Match: Air Flow Property, Ontology: SEASGenericProperty, Score: 1}
{Label: Ventilation heat loss coefficient, Match: Heat Loss Property, Ontology: SEASGenericProperty, Score: 1}
{Label: Energy resource for heating 1, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: Energy resource for heating 2, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: Energy resource for hot water 1, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: Energy resource for hot water 2, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: Energy resource for ventilation, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: Energy resource for cooling 1, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: Energy resource for cooling 2, Match: EnergyResourceTypeProperty, Ontology: EnershareProperty, Score: 1}
{Label: CO2 emission factor for heating 1, Match: CO2EmissionFactorProperty, Ontology: EnershareProperty, Score: 1}
{Label: CO2 emission factor for heating 2, Match: CO2EmissionFactorProperty, Ontology: EnershareProperty, Score: 1}
{Label: CO2 emission factor for hot water 1, Match: CO2EmissionFactorProperty, Ontology: EnershareProperty, Score: 1}
{Label: CO2 emission factor for hot water 2, Match: CO2EmissionFactorProperty, Ontology: EnershareProperty, Score: 1}
{Label: CO2 emission factor for ventilation, Match: CO2EmissionFactorProperty, Ontology: EnershareProperty, Score: 1}
{Label: CO2 emission factor for cooling 1, Match: CO2EmissionFactorProperty, Ontology: EnershareProperty, Score: 1}
{Label: CO2 emission factor for cooling 2, Match: CO2EmissionFactorProperty, Ontology: EnershareProperty, Score: 1}
{Label: Non-renewable factor for heating 1, Match: NonRenewableFactorProperty, Ontology: EnershareProperty, Score: 1}
{Label: Non-renewable factor for water 1, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Non-renewable factor for water 2, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Non-renewable factor for ventilation, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Non-renewable factor for cooling 1, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Non-renewable factor for cooling 2, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Renewable factor for heating 1, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Renewable factor for heating 2, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Renewable factor for water 1, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Renewable factor for water 2, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Renewable factor for ventilation, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Renewable factor for cooling 1, Match: Renewable Energy Electricity Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Renewable factor for cooling 2, Match: Renewable Energy Electricity Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Total factor for heating 1, Match: Electricity Heating Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Total factor for heating 2, Match: Electricity Heating Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Total factor for water 1, Match: Electricity Hot Water Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Total factor for water 2, Match: Electricity Hot Water Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Total factor for ventilation, Match: Electricity Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Total factor for cooling 1, Match: Electricity Cooling Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Total factor for cooling 2, Match: Electricity Cooling Consumption Property, Ontology: EnershareProperty, Score: 1}
{Label: Project number, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Houshold location (region), Match: City, Ontology: Placemanagement, Score: 1}
{Label: Year of building, Match: YearProperty, Ontology: EnershareBuilding, Score: 1}
{Label: Building total area, M2, Match: AreaProperty, Ontology: EnershareBuilding, Score: 1}
{Label: Building reference/calculation area, M2, Match: AreaProperty, Ontology: EnershareBuilding, Score: 1}
{Label: ENERGY CLASS BEFORE THE PROJECT, Match: EnergyLabelProperty, Ontology: EnershareBuilding, Score: 1}
{Label: ENERGY CONSUMPTION BEFORE THE PROJECT, KWH/M2, Match: ElectricityConsumptionProperty, Ontology: EnershareBuilding, Score: 1}
{Label: HEATING CONSUMPTION BEFORE PROJECT, KWH/M2, Match: HeatConsumptionProperty, Ontology: EnershareBuilding, Score: 1}
{Label: ASSESSMENT OF CARBON DIOXIDE EMISSIONS BEFORE THE PROJECT, KG CO2/M2 per year, Match: EmissionProperty, Ontology: EnershareBuilding, Score: 1}
{Label: Planned energy consumption savings (kWh/m2), Match: ElectricityConsumptionProperty, Ontology: EnershareBuilding, Score: 1}
{Label: Carrying out construction works in the enclosing structures, Match: ConstructionProperty, Ontology: EnershareBuilding, Score: 1}
{Label: Renovation or reconstruction of engineering systems (for example, heating and ventilation equipment), Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Installation of a new water heating system, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Installation of heat installations to ensure the production of heat from renewable energy sources, Match: Heating Energy Property, Ontology: EnershareSystem, Score: 1}
{Label: Other activities, if they are necessary for increasing energy efficiency together with the above-mentioned measures, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Other activities, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Energy efficiency class of the residential house according to the temporary energy certificate of the building, Match: EnergyCertificateClass, Ontology: EnershareSystem, Score: 1}
{Label: Thermal energy consumption for heating according to the building's temporary energy certificate (kWh/m2), Match: Heating Energy Property, Ontology: EnershareSystem, Score: 1}
{Label: Energy consumption after project (kWh/m2), Match: Heating Energy Property, Ontology: EnershareSystem, Score: 1}
{Label: Assessment of carbon dioxide emissions after project, kg CO2/m2 per year, Match: CO2EmissionProperty, Ontology: EnershareSystem, Score: 1}
{Label: Heat energy consumption savings %, Match: Heating Energy Property, Ontology: EnershareSystem, Score: 1}
{Label: number of floors, Match: hasNumberOfFloors, Ontology: CampusBuilding, Score: 1}
{Label: Average floor height, m, Match: hasAverageFloorHeight, Ontology: CampusBuilding, Score: 1}
{Label: Energy consumption for hot water preparation in KWH/M2 per year, Match: hotWaterEnergyConsumptionPerSquareMeterYear, Ontology: EnershareSystem, Score: 1}
{Label: Energy consumption for cooling in KWH/M2 per year, Match: coolingEnergyConsumptionPerSquareMeterYear, Ontology: EnershareSystem, Score: 1}
{Label: assessment of carbon dioxide emission, kg CO2/m2/year, Match: carbonDioxideEmissionAssessmentPerSquareMeterYear, Ontology: EnershareSystem, Score: 1}
{Label: Thickness of thermal insulation material (mm), Match: insulationMaterialThickness, Ontology: EnershareSystem, Score: 1}
{Label: Heat insulation λ (W/mK), Match: insulationLambdaValue, Ontology: EnershareSystem, Score: 1}
{Label: Indicative savings, kWh/m, Match: estimatedEnergySavings, Ontology: EnershareSystem, Score: 1}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: investmentCosts, Ontology: EnershareSystem, Score: 1}
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 70 euros per MWh), Match: yearlyCostSavings, Ontology: EnershareSystem, Score: 1}
{Label: Payback period of the event, in years, Match: Time Duration Property, Ontology: Time, Score: 1}
{Label: Thickness of thermal insulation material (mm), Match: Thickness, Ontology: EnershareBuildingPhysics, Score: 1}
{Label: Heat insulation λ (W/mK), Match: Heat Insulation, Ontology: EnershareBuildingPhysics, Score: 1}
{Label: Indicative savings, kWh/m, Match: EnergyProperty, Ontology: EnershareEnergyProperty, Score: 1}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: CostPriceProperty, Ontology: EnersharePriceProperty, Score: 1}
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 70 euros per MWh), Match: CostPriceProperty, Ontology: EnersharePriceProperty, Score: 1}
{Label: Payback period of the event, in years, Match: Time Duration Property, Ontology: Time, Score: 1}
{Label: Thickness of thermal insulation material (mm), Match: Thickness, Ontology: EnershareBuildingPhysics, Score: 1}
{Label: Heat insulation λ (W/mK), Match: Heat Insulation, Ontology: EnershareBuildingPhysics, Score: 1}
{Label: Indicative savings, kWh/m, Match: EnergyProperty, Ontology: EnershareEnergyProperty, Score: 1}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: MonetaryAmountProperty, Ontology: EnershareProperty, Score: 1}
{Label: Savings per year (euro), Match: MonetaryAmountProperty, Ontology: EnershareProperty, Score: 1}
{Label: Payback period of the event, in years, Match: DurationProperty, Ontology: EnershareProperty, Score: 1}
{Label: U value of windows, W/m2K, Match: UValueProperty, Ontology: EnershareProperty, Score: 1}
{Label: The U-value of the exterior door, W/m2K, Match: UValueProperty, Ontology: EnershareProperty, Score: 1}
{Label: Indicative savings, kWh/m, Match: ElectricEnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: MonetaryAmountProperty, Ontology: EnershareProperty, Score: 1}
{Label: Savings per year (euro), Match: MonetaryAmountProperty, Ontology: EnershareProperty, Score: 1}
{Label: Payback period of the event, in years, Match: DurationProperty, Ontology: EnershareProperty, Score: 1}
{Label: Thickness of thermal insulation material (mm), Match: ThicknessProperty, Ontology: EnershareProperty, Score: 1}
{Label: Heat insulation λ (W/mK), Match: Heat Coefficient Property, Ontology: EnershareProperty, Score: 1}
{Label: Indicative savings, kWh/m, Match: ElectricEnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: CostProperty, Ontology: EnershareProperty, Score: 1}
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 60 euros per MWh), Match: CostProperty, Ontology: EnershareProperty, Score: 1}
{Label: Payback period of the event, in years, Match: EconomicPropertyAffordance, Ontology: EnershareProperty, Score: 1}
{Label: Current costs for heating (euro), Match: CostProperty, Ontology: EnershareProperty, Score: 1}
{Label: Current costs for hot water (euro), Match: CostProperty, Ontology: EnershareProperty, Score: 1}
{Label: Planned costs for heating (euro), Match: CostProperty, Ontology: EnershareProperty, Score: 1}
{Label: Planned costs for hot water (euro), Match: CostProperty, Ontology: EnershareProperty, Score: 1}
{Label: Cost savings (euro), Match: CostProperty, Ontology: EnershareProperty, Score: 1}
{Label: Consumption of primary non-renewable energy, KWH/M2 per year, Match: ElectricPowerConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Primary total energy consumption, KWH/M2 per year, Match: ElectricPowerConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Energy consumption for hot water preparation, KWH/M2 per year, Match: ElectricPowerConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Energy consumption for cooling, KWH/M2 per year, Match: ElectricPowerConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Energy consumption for heating, KWH/M2 per year, Match: ElectricPowerConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Total energy consumption, KWH/M2 per year, Match: ElectricPowerConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Compliance of the building with the requirements of an almost zero energy building, Match: EnergyEfficiencyClassProperty, Ontology: EnershareProperty, Score: 1}
{Label: Assessment of carbon dioxide emissions, t CO₂ per year, Match: CarbonDioxideEmissionsProperty, Ontology: EnershareProperty, Score: 1}
{Label: Assessment of carbon dioxide emissions, kg CO₂ per year, Match: CarbonDioxideEmissionsProperty, Ontology: EnershareProperty, Score: 1}
{Label: Area of the external surface of the building, m2, Match: AreaProperty, Ontology: EnershareProperty, Score: 1}
{Label: The average weighted heat transfer coefficient U average of the external enclosures, W/m2K, Match: Heat Transfer Coefficient Property, Ontology: EnershareProperty, Score: 1}
{Label: The average weighted standard (maximum) heat transfer coefficient of the external enclosures U average, max, W/m2K, Match: Heat Transfer Coefficient Property, Ontology: EnershareProperty, Score: 1}
{Label: The calculated specific heat loss coefficient HT/A of the building's enclosing structures, W/m2K, Match: Heat Loss Coefficient Property, Ontology: EnershareProperty, Score: 1}
{Label: Specific heat loss coefficient of building,  HT max/A calculated, W/M2k, Match: Heat Loss Coefficient Property, Ontology: EnershareProperty, Score: 1}
{Label: Calculated indoor temperature for heating rating, oC, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: Calculated indoor temperature for cooling rating, oC, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: Required air exchange rate, n-1, Match: Ventilation Rate Property, Ontology: EnershareProperty, Score: 1}
{Label: Specific heat loss coefficient of building ventilation HVentilation/Acalculated, W/M2k, Match: Heat Loss Coefficient Property, Ontology: EnershareProperty, Score: 1}
{Label: Energy carrier for heating, Match: Heating Property, Ontology: EnershareProperty, Score: 1}
{Label: Energy carrier for hot water preparation, Match: Hot Water Property, Ontology: EnershareProperty, Score: 1}
{Label: Energy carrier for cooling, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: CO2 emission factor, kg CO2/MWh for heating, Match: CO2EmissionProperty, Ontology: EnershareSystem, Score: 1}
{Label: CO2 emission factor, kg CO2/MWh for hot water preparation, Match: CO2EmissionProperty, Ontology: EnershareSystem, Score: 1}
{Label: CO2 emission factor, kg CO2/MWh for cooling, Match: CO2EmissionProperty, Ontology: EnershareSystem, Score: 1}
{Label: Primary energy factor for the part of non-renewable energy resources - heating, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: Primary energy factor for the part of non-renewable energy resources - hot water preparation, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: Primary energy factor for partial cooling of non-renewable energy resources, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: Primary energy factor for the share of renewable energy resources - heating, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: Primary energy factor for the part of renewable energy resources - hot water preparation, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: Primary energy factor for partial cooling of renewable energy resources, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: Total primary energy factor - for heating, Match: EnershareProperty, Ontology: EnershareProperty, Score: 1}
{Label: Total primary energy factor - for hot water preparation, Match: EnershareProperty, Ontology: EnershareProperty, Score: 1}
{Label: Total primary energy factor - for cooling, Match: EnershareProperty, Ontology: EnershareProperty, Score: 1}
{Label: Project number, Match: EnershareProject, Ontology: EnershareProject, Score: 1}
{Label: Houshold location (region), Match: HouseholdLocation, Ontology: EnershareBuilding, Score: 1}
{Label: Total electricity consumption, MWh per year, Match: ElectricityConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Average amount of electricity produced by solar panels, MWh per year, Match: ElectricityProductionProperty, Ontology: EnershareProperty, Score: 1}
{Label: EXISTING INVERTER SET POWER, KW, Match: PhotovoltaicProperty, Ontology: EnershareProperty, Score: 1}
{Label: Additional installed inverter power (set), Match: PhotovoltaicProperty, Ontology: EnershareProperty, Score: 1}
{Label: AMOUNT OF SUPPORT FOR THE INSTALLATION OF ELECTRICITY PRODUCTION EQUIPMENT, EUR, Match: SellingPriceProperty, Ontology: EnersharePriceProperty, Score: 1}
{Label: Primary energy consumption after installing the solar panel system, MWh per year, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Reduction of primary energy, MWh per year, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Project number, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: The data, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Region, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Granted support, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Electricity consumption of the grid, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Primary energy consumption before , Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Current inverter set power, Match: PowerProperty, Ontology: EnershareProperty, Score: 1}
{Label: Inverter power in project, Match: PowerProperty, Ontology: EnershareProperty, Score: 1}
{Label: Electricity produced by solar panels, Match: Electric Power Production Property, Ontology: EnershareProperty, Score: 1}
{Label: Primary energy consumption after , Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: Reduction of primary energy, Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: CO2 emissions reduction, Match: CarbonEmissionProperty, Ontology: EnershareProperty, Score: 1}
