{Label: GearOilTemperature_val, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 0.9}
{Label: vm3, Match: S-to-T voltage, Ontology: SEASElectricPowerSystem.txt, Score: 0.8}
{Label: im1, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: im2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: im3, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: vph1, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: vph2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: vph3, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: iph1, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: iph2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: iph3, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: f, Match: F, Ontology: EnershareWindturbine.txt, Score: 1}
{Label: df, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: vzsm, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: izsm, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: vzsph, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: izsph, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: digita, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: analog, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: MeasureID, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: VehicleID, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Brand, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Model, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Battery Power (kW), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Battery Capacity (kWh), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Connector Type, Match: connected in TN through, Ontology: SEASElectricPowerSystem.txt, Score: 0.8}
{Label: Autonomy (km), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Odometer (km), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Battery SoC (%), Match: stored electric energy, Ontology: SEASElectricPowerSystem.txt, Score: 0.7}
{Label: Timestamp, Match: issued, Ontology: EnershareEnergyResource.txt, Score: 0.6}
{Label: ocpp_device, Match: ElectricPowerSystem, Ontology: SEASElectricPowerSystem.txt, Score: 0.5}
{Label: id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: type, Match: Energy Resource Type, Ontology: EnershareEnergyResource.txt, Score: 0.7}
{Label: integration, Match: connects system in TN, Ontology: SEASElectricPowerSystem.txt, Score: 0.6}
{Label: created_at, Match: issued, Ontology: EnershareEnergyResource.txt, Score: 0.6}
{Label: attributes, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: name, Match: foaf:name, Ontology: EnersharePlayer.txt, Score: 0.9}
{Label: partner_name, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: user_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: connector_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: external_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: charge_point, Match: Charging Point Operator, Ontology: EnersharePlayer.txt, Score: 0.8}
{Label: vendor, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: model, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: serial_number, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: charge_box, Match: Charging Point Operator, Ontology: EnersharePlayer.txt, Score: 0.8}
{Label: ocpp_protocol, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: registration_status, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: settings, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: charging_preferences, Match: Charging Scheduled, Ontology: EnershareSchedule.txt, Score: 0.7}
{Label: charging_behavior, Match: provides Charging Cost Price, Ontology: EnersharePlayer.txt, Score: 0.6}
{Label: ready_time, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: location_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: spot_price_area_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: target_soc, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: minimal_soc, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: minimum_energy_transfer, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: target_energy_transfer, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: ocpp, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: battery_capacity, Match: has Energy Capacity, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: current_soc, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: associated_device_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: device_telemetry, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: timestamp, Match: unitSecond, Ontology: Time.txt, Score: 0.8}
{Label: device_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: telemetry, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: connector_status_timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: connector_status, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: firmware_version, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: connector_error_code, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: connector_vendor_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: connector_vendor_error_code, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: heartbeat_timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: time_to_full_charge, Match: hasMaximumChargePower, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: time_to_minimum_charge, Match: hasMinimumChargePower, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: measurement, Match: measures, Ontology: OntoWind.txt, Score: 0.9}
{Label: transaction_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: energy_active_import_register, Match: hasEnergySaving, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: power_active_import, Match: hasOutputActivePower, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: current_offered, Match: phaseCurrent, Ontology: EnershareProperty.txt, Score: 0.6}
{Label: current_imports:L1, Match: phaseCurrent, Ontology: EnershareProperty.txt, Score: 0.6}
{Label: current_imports:L2, Match: phaseCurrent, Ontology: EnershareProperty.txt, Score: 0.6}
{Label: current_imports:L3, Match: phaseCurrent, Ontology: EnershareProperty.txt, Score: 0.6}
{Label: voltages:L1_N, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: voltages:L2_N, Match: noMatch, Ontology: noMatch file name, Score: 0}
```json
[
    {Label: voltages:L3_N, Match: R-to-N voltage, Ontology: SEASElectricPowerSystem.txt, Score: 0.9},
    {Label: total_current_import, Match: noMatch, Ontology: noMatch file name, Score: 0},
    {Label: total_amount_of_transferred_energy_kwh, Match: delivered Energy, Ontology: EnershareSystem.txt, Score: 0.8},
    {Label: max_current_offered, Match: noMatch, Ontology: noMatch file name, Score: 0},
    {Label: max_power_offered, Match: has Maximum Charge Power, Ontology: EnershareSystem.txt, Score: 0.85},
    {Label: charging_session, Match: Charging Scheduled, Ontology: EnershareSchedule.txt, Score: 0.75},
    {Label: Project number, Match: noMatch, Ontology: noMatch file name, Score: 0},
    {Label: The date, Match: dc:issued, Ontology: EnershareMarket.txt, Score: 0.7},
    {Label: Region, Match: has Evaluation Region, Ontology: EnershareProperty.txt, Score: 0.8},
    {Label: The town/village, Match: noMatch, Ontology: noMatch file name, Score: 0}
]
```
{Label: Home address, Match: lives In, Ontology: EnersharePlayer.txt, Score: 0.9}
{Label: County/City, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Initial year of exploitation, Match: has Construction Year, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Building Total Area, Match: has Cross Sectional Area, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: Room volume, Match: has Room Volume, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Average floor height, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Reference area, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Above-ground floors, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Underground floor, Match: has Underground Floor, Ontology: EnershareBuilding.txt, Score: 0.9}
{Label: Mansard, Match: has Roof Floor, Ontology: EnershareBuilding.txt, Score: 0.8}
{Label: Roof floor, Match: has Roof Floor, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Initial energy class, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Energy consumption before, Match: has Initial Electric Energy Consumption, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Heat energy consumption before, Match: Heating Energy Demand Evaluation, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Carbon dioxide emissions before, Match: has First Energy Resource Non Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: Carrying out construction works, Match: has Carrying Out Construction Works, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Reconstruction of engineering systems, Match: has Reconstruction Of Energeering Systems, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Water heating system, Match: has Water Heating System, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Heat installation, Match: has Heat Installation System, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Energy audit number, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Energy class after, Match: class E, Ontology: PlatoonBuilding.txt, Score: 0.8}
{Label: Heat energy consumption after, Match: Heating Gas Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Consumption for hot water after, Match: Domestic Hot Water Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Consumption for mechanical ventilation after, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Consumption for lighting after, Match: has estimated lighting energy consumption, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Consumption for cooling after, Match: Cooling Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Energy consumption after, Match: has electric energy consumption, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Heat saving for heating, Match: has Heat Loss Coefficient, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Total energy consumption saving, Match: has Primary Energy Saving, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Saving of heat energy, Match: has Heat Loss Coefficient, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Primary non-renewable energy, Match: has First Energy Resource Non Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Primary total energy consumption, Match: has Total Energy Consumption Saving, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: Almost zero energy building, Match: is Almost Zero Energy Building, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Carbon dioxide emission tons after, Match: has Carbon Dioxide Reduction, Ontology: EnershareProperty.txt, Score: 0.6}
{Label: Carbon dioxide emission after, Match: has Carbon Dioxide Reduction, Ontology: EnershareProperty.txt, Score: 0.6}
{Label: Area of the external surface, Match: has External Surface Area, Ontology: EnershareProperty.txt, Score: 1}
{Label: Average heat transfer coefficient, Match: has Average Standard Heat Transfer Coefficient, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Average heat transfer coefficient_1, Match: has Average Standard Heat Transfer Coefficient, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Building calculated heat loss coefficient, Match: has Calculated Heat Loss Coefficient, Ontology: EnershareProperty.txt, Score: 1}
{Label: Building allowable heat loss coefficient, Match: has Allowable Heat Loss Coefficient, Ontology: EnershareProperty.txt, Score: 1}
{Label: Indoor temperature heating, Match: Heating Energy Demand Property, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Indoor temperature for cooling, Match: Cooling Electric Energy Load Property, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: Air exchange rate, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Ventilation heat loss coefficient, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: Energy resource for heating 1, Match: has First Energy Resource For Heating, Ontology: EnershareSystem.txt, Score: 1}
{Label: Energy resource for heating 2, Match: has Second Energy Resource For Heating, Ontology: EnershareSystem.txt, Score: 1}
{Label: Energy resource for hot water 1, Match: has First Energy Resource For Water, Ontology: EnershareSystem.txt, Score: 1}
{Label: Energy resource for hot water 2, Match: has Second Energy Resource For Water, Ontology: EnershareSystem.txt, Score: 1}
{Label: Energy resource for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Energy resource for cooling 1, Match: has First Energy Resource For Cooling, Ontology: EnershareSystem.txt, Score: 1}
{Label: Energy resource for cooling 2, Match: has Second Energy Resource For Cooling, Ontology: EnershareBuilding.txt, Score: 1}
{Label: CO2 emission factor for heating 1, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor for heating 2, Match: has Second Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor for hot water 1, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor for hot water 2, Match: has Second Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor for cooling 1, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor for cooling 2, Match: has Second Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for heating 1, Match: has First Energy Resource Non Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for heating 2, Match: has Second Energy Resource Non Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for water 1, Match: has First Energy Resource Non Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for water 2, Match: has Second Energy Resource Non Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for ventilation, Match: has Non Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for cooling 1, Match: has First Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Non-renewable factor for cooling 2, Match: has Second Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for heating 1, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for heating 2, Match: has Second Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for water 1, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for water 2, Match: has Second Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for cooling 1, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Renewable factor for cooling 2, Match: has Second Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Total factor for heating 1, Match: has First Energy Resource For Heating, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Total factor for heating 2, Match: has Second Energy Resource For Heating, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Total factor for water 1, Match: has First Energy Resource For Water, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Total factor for water 2, Match: has Second Energy Resource For Water, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Total factor for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Total factor for cooling 1, Match: has First Energy Resource For Cooling, Ontology: EnershareBuilding.txt, Score: 0.8}
{Label: Total factor for cooling 2, Match: has Second Energy Resource For Cooling, Ontology: EnershareBuilding.txt, Score: 0.8}
{Label: Project number, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Houshold location (region), Match: has Evaluation Region, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Year of building, Match: has Construction Year, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Building total area, M2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Building reference/calculation area, M2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: ENERGY CLASS BEFORE THE PROJECT, Match: energetic performance class, Ontology: PlatoonBuilding.txt, Score: 0.85}
{Label: ENERGY CONSUMPTION BEFORE THE PROJECT, KWH/M2, Match: has electric energy consumption, Ontology: PlatoonEnergy.txt, Score: 0.75}
{Label: HEATING CONSUMPTION BEFORE PROJECT, KWH/M2, Match: has Heating Electric Energy Consumption, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: ASSESSMENT OF CARBON DIOXIDE EMISSIONS BEFORE THE PROJECT, KG CO2/M2 per year, Match: has Carbon Foot Print, Ontology: EnershareSystem.txt, Score: 0.85}
{Label: Planned energy consumption savings (kWh/m2), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Carrying out construction works in the enclosing structures, Match: has Carrying Out Construction Works, Ontology: EnershareBuilding.txt, Score: 0.9}
{Label: Renovation or reconstruction of engineering systems (for example, heating and ventilation equipment), Match: has Reconstruction Of Energeering Systems, Ontology: EnershareBuilding.txt, Score: 0.9}
{Label: Installation of a new water heating system, Match: has Water Heating System, Ontology: EnershareBuilding.txt, Score: 0.9}
{Label: Installation of heat installations to ensure the production of heat from renewable energy sources, Match: has Heat Installation System, Ontology: EnershareBuilding.txt, Score: 0.8}
{Label: Other activities, if they are necessary for increasing energy efficiency together with the above-mentioned measures, Match: has Carrying Out Construction Works, Ontology: EnershareBuilding.txt, Score: 0.7}
{Label: Other activities, Match: has Carrying Out Construction Works, Ontology: EnershareBuilding.txt, Score: 0.6}
{Label: Energy efficiency class of the residential house according to the temporary energy certificate of the building, Match: is Almost Zero Energy Building, Ontology: EnershareBuilding.txt, Score: 0.8}
{Label: Thermal energy consumption for heating according to the building's temporary energy certificate (kWh/m2), Match: Heating Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.7}
{Label: Energy consumption after project (kWh/m2), Match: has Energy Consumption, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: Assessment of carbon dioxide emissions after project, kg CO2/m2 per year, Match: has Carbon Foot Print, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Heat energy consumption savings %, Match: has Total Energy Consumption Saving, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: number of floors, Match: has Roof Floor, Ontology: EnershareBuilding.txt, Score: 0.8}
{Label: Average floor height, m, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Energy consumption for hot water preparation in KWH/M2 per year, Match: has First Energy Resource Non Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: Energy consumption for cooling in KWH/M2 per year, Match: has First Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: assessment of carbon dioxide emission, kg CO2/m2/year, Match: has Carbon Foot Print, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Thickness of thermal insulation material (mm), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Heat insulation λ (W/mK), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Indicative savings, kWh/m, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: expected Cost, Ontology: EnersharePriceProperty.txt, Score: 0.8}
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 70 euros per MWh), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Thickness of thermal insulation material (mm), Match: hasInsulationClass, Ontology: EnershareWindturbine.txt, Score: 0.8}
{Label: Heat insulation λ (W/mK), Match: hasHeatCoefficient, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: Indicative savings, kWh/m, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: hasInvestementCost, Ontology: EnersharePriceProperty.txt, Score: 0.9}
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 70 euros per MWh), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Thickness of thermal insulation material (mm), Match: hasInsulationClass, Ontology: EnershareWindturbine.txt, Score: 0.8}
{Label: Heat insulation λ (W/mK), Match: hasHeatCoefficient, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: Indicative savings, kWh/m, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: has Estimated Cost Saving, Ontology: EnersharePriceProperty.txt, Score: 0.9}
{Label: Savings per year (euro), Match: has Cost Saving, Ontology: EnersharePriceProperty.txt, Score: 0.9}
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: U value of windows, W/m2K, Match: has Heat Transfer Coefficient, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: The U-value of the exterior door, W/m2K, Match: has Heat Transfer Coefficient, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Indicative savings, kWh/m, Match: has Energy Saving, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: has Estimated Cost Saving, Ontology: EnersharePriceProperty.txt, Score: 0.9}
{Label: Savings per year (euro), Match: has Cost Saving, Ontology: EnersharePriceProperty.txt, Score: 0.9}
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Thickness of thermal insulation material (mm), Match: has Insulation Class, Ontology: EnershareWindturbine.txt, Score: 0.7}
{Label: Heat insulation λ (W/mK), Match: Heat Coefficient Property, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Indicative savings, kWh/m, Match: has Total Energy Consumption Saving, Ontology: EnershareProperty.txt, Score: 0.85}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: expected Cost, Ontology: EnersharePriceProperty.txt, Score: 0.8}
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 60 euros per MWh), Match: has Energy cost Price, Ontology: EnersharePriceProperty.txt, Score: 0.75}
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Current costs for heating (euro), Match: has Final Energy Cost Price, Ontology: EnersharePriceProperty.txt, Score: 0.7}
{Label: Current costs for hot water (euro), Match: has Final Energy Cost Price, Ontology: EnersharePriceProperty.txt, Score: 0.7}
{Label: Planned costs for heating (euro), Match: has Final Energy Cost Price, Ontology: EnersharePriceProperty.txt, Score: 0.7}
{Label: Planned costs for hot water (euro), Match: has Final Energy Cost Price, Ontology: EnersharePriceProperty.txt, Score: 0.7}
{Label: Cost savings (euro), Match: has Energy cost Price, Ontology: EnersharePriceProperty.txt, Score: 0.75}
{Label: Consumption of primary non-renewable energy, KWH/M2 per year, Match: has First Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Primary total energy consumption, KWH/M2 per year, Match: has total gas energy consumption, Ontology: PlatoonEnergy.txt, Score: 0.7}
{Label: Energy consumption for hot water preparation, KWH/M2 per year, Match: Domestic Hot Water Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Energy consumption for cooling, KWH/M2 per year, Match: Cooling Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Energy consumption for heating, KWH/M2 per year, Match: Heating Electric Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Total energy consumption, KWH/M2 per year, Match: has total gas energy consumption, Ontology: PlatoonEnergy.txt, Score: 0.7}
{Label: Compliance of the building with the requirements of an almost zero energy building, Match: is Almost Zero Energy Building, Ontology: EnershareBuilding.txt, Score: 0.9}
{Label: Assessment of carbon dioxide emissions, t CO₂ per year, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Assessment of carbon dioxide emissions, kg CO₂ per year, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Area of the external surface of the building, m2, Match: has External Surface Area, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: The average weighted heat transfer coefficient U average of the external enclosures, W/m2K, Match: has Heat Transfer Coefficient, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: The average weighted standard (maximum) heat transfer coefficient of the external enclosures U average, max, W/m2K, Match: has Average Standard Heat Transfer Coefficient, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: The calculated specific heat loss coefficient HT/A of the building's enclosing structures, W/m2K, Match: has Heat Loss Coefficient, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Specific heat loss coefficient of building,  HT max/A calculated, W/M2k, Match: has Heat Loss Coefficient, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Calculated indoor temperature for heating rating, oC, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Calculated indoor temperature for cooling rating, oC, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Required air exchange rate, n-1, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Specific heat loss coefficient of building ventilation HVentilation/Acalculated, W/M2k, Match: has Heat Loss Coefficient, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Energy carrier for heating, Match: hasFirstEnergyResourceForHeating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Energy carrier for hot water preparation, Match: hasFirstEnergyResourceForHotWater, Ontology: EnershareBuilding.txt, Score: 0.9}
{Label: Energy carrier for cooling, Match: Cooling Gas Energy Consumption Property, Ontology: PlatoonEnergy.txt, Score: 0.85}
{Label: CO2 emission factor, kg CO2/MWh for heating, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor, kg CO2/MWh for hot water preparation, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: CO2 emission factor, kg CO2/MWh for cooling, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Primary energy factor for the part of non-renewable energy resources - heating, Match: has First Energy Resource Non Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Primary energy factor for the part of non-renewable energy resources - hot water preparation, Match: has First Energy Resource Non Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Primary energy factor for partial cooling of non-renewable energy resources, Match: has First Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
